,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.0, 0.0)","(0.9866666666666667, 0.03518657752744983)","(0.41333333333333333, 0.10600988273786194)","(0.4533333333333333, 0.05249716545635946)","(0.25921035948946763, 0.02120221378035822)","(1.368587688661258, 0.317564754887563)"
1,2,"(0.0, 0.0)","(1.0, 0.0)","(0.6166666666666667, 0.11598439960779619)","(0.5583333333333333, 0.057992199803898095)","(0.48392441267884956, 0.015875965707452963)","(1.3159269496662698, 0.0739022184565397)"
2,3,"(0.0, 0.0)","(1.0, 0.0)","(0.7666666666666666, 0.09759000729485333)","(0.6333333333333333, 0.04879500364742667)","(0.6746820899347464, 0.026620148303651982)","(1.2648491359335214, 0.08595833540195355)"
3,4,"(0.006666666666666667, 0.025819888974716113)","(1.0, 0.0)","(0.8333333333333334, 0.08796644381862459)","(0.6683333333333333, 0.044787859749628366)","(0.8887079932416478, 0.04775922642608576)","(1.2887312437291256, 0.10827778850816776)"
4,5,"(0.013333333333333334, 0.035186577527449844)","(1.0, 0.0)","(0.9033333333333333, 0.06935073041809875)","(0.705, 0.03560698165889861)","(1.0725645278696903, 0.07817135791237816)","(1.2853124267382858, 0.10883011245739936)"
