,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.0, 0.0)","(0.9866666666666667, 0.03518657752744983)","(0.3833333333333333, 0.12630273533214137)","(0.43833333333333335, 0.06605372993325387)","(97.6388023019516, 7.573157179340708)","(1.5211832424043679, 0.3265717582731492)"
1,2,"(0.0, 0.0)","(1.0, 0.0)","(0.5566666666666666, 0.10997835284835873)","(0.5283333333333333, 0.054989176424179366)","(94.08787782539342, 9.197103029398246)","(1.4404129414605753, 0.09821864678272742)"
2,3,"(0.0, 0.0)","(1.0, 0.0)","(0.6666666666666666, 0.13844373104863458)","(0.5833333333333334, 0.06922186552431728)","(91.40493551900339, 9.618828196800303)","(1.4848157324672988, 0.10155659870763738)"
3,4,"(0.0, 0.0)","(1.0, 0.0)","(0.71, 0.16057930839841814)","(0.605, 0.08028965419920908)","(75.37383989727628, 6.691975223226121)","(1.0616706981963944, 0.03650283085522418)"
4,5,"(0.0, 0.0)","(1.0, 0.0)","(0.7466666666666667, 0.17471064513592044)","(0.6233333333333333, 0.08735532256796022)","(75.71575875961959, 5.719609052157822)","(1.0559434282651636, 0.04129226696940953)"
