budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
1,"(0.14666666666666667, 0.14074631010979935)","(0.3066666666666667, 0.1486446705914413)","(0.0, 0.0)","(0.5, 0.20701966780270625)","(0.22, 0.1424279266355945)","(0.23466666666666666, 0.08157964265206177)","(11.916183086830037, 2.569473598551509)","(1.790320134337526, 0.662261148052282)"
2,"(0.12000000000000001, 0.08618916073713347)","(0.2866666666666667, 0.17265434778633237)","(0.0, 0.0)","(0.4, 0.1647508942095828)","(0.15333333333333335, 0.0990430401872025)","(0.192, 0.05747048932153913)","(13.704368137995091, 0.2937831717218464)","(2.217853714673159, 0.7699718245969317)"
3,"(0.20666666666666667, 0.14375905768565217)","(0.29333333333333333, 0.16242214252050852)","(0.0, 0.0)","(0.44, 0.15491933384829668)","(0.18666666666666668, 0.1505545305418162)","(0.22533333333333333, 0.07268981719477305)","(15.733924861023358, 0.6557480709406784)","(1.9238991700694896, 0.7558422433849221)"
4,"(0.2, 0.1)","(0.24666666666666667, 0.1846489590960049)","(0.0, 0.0)","(0.3066666666666667, 0.1869555587629877)","(0.11333333333333334, 0.0833809387832792)","(0.17333333333333334, 0.06618876325292973)","(18.11958590922489, 1.0989265642566561)","(1.8849332438626638, 0.623030213285735)"
5,"(0.19333333333333333, 0.13870146083619753)","(0.34, 0.18822478962286404)","(0.0, 0.0)","(0.4, 0.1889822365046136)","(0.20666666666666667, 0.13345232785352157)","(0.228, 0.09127665951067979)","(20.004492863356912, 1.3663630231247517)","(2.0705924663343467, 0.7290028207572196)"
