budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
1,"(0.7733333333333333, 0.25485756993344527)","(0.5599999999999999, 0.25856748221140036)","(0.72, 0.22740775209804462)","(0.5266666666666666, 0.18309508328682536)","(0.66, 0.19198214202665534)","(0.648, 0.1469304986331001)","(150.2201989152687, 12.089990545211718)","(2.304882205865579, 0.7047492567966641)"
2,"(0.9333333333333333, 0.20586634591635514)","(0.6266666666666667, 0.25485756993344527)","(0.74, 0.23543273227945904)","(0.5333333333333333, 0.2554174920362645)","(0.7066666666666667, 0.18309508328682542)","(0.708, 0.14886235252742716)","(148.06598535726323, 11.265830437815492)","(2.235824800999156, 0.8510013172571648)"
3,"(0.98, 0.04140393356054124)","(0.56, 0.27464262493023806)","(0.7466666666666667, 0.13020130933435714)","(0.54, 0.24727081741050064)","(0.7066666666666667, 0.14864467059144132)","(0.7066666666666667, 0.08541216596737314)","(149.1753719430664, 10.457186105658746)","(2.1170185074666126, 1.0024884409997337)"
4,"(0.9933333333333333, 0.025819888974716106)","(0.49333333333333335, 0.25485756993344527)","(0.8, 0.12535663410560177)","(0.45333333333333337, 0.2503331114069145)","(0.64, 0.16818357317441643)","(0.676, 0.07566844973774926)","(149.00274019741093, 10.092284640088721)","(2.3479163637336264, 0.864764046624511)"
5,"(0.9933333333333333, 0.025819888974716106)","(0.6533333333333333, 0.17674302033770736)","(0.8133333333333334, 0.14573295865416044)","(0.58, 0.21111946516469904)","(0.7066666666666667, 0.16242214252050852)","(0.7493333333333333, 0.06627504019146992)","(148.92468164905148, 9.211058317229782)","(2.1974156846641564, 0.9309684068065621)"
