budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
1,"(0.013333333333333334, 0.051639777949432225)","(0.6866666666666666, 0.20307165050320353)","(0.02666666666666667, 0.04577377082170635)","(0.3933333333333333, 0.21201976547572388)","(0.22666666666666668, 0.1486446705914413)","(0.2693333333333333, 0.08447033855287958)","(0.08746289280243218, 0.04929274164544245)","(0.7300542583378653, 1.5841040818989216)"
2,"(0.02, 0.07745966692414834)","(0.8133333333333334, 0.14573295865416044)","(0.09333333333333334, 0.0961150104723255)","(0.58, 0.20770858707058104)","(0.47333333333333333, 0.1751190071541826)","(0.396, 0.0681175454637056)","(0.13215249663529297, 0.019493074778702747)","(0.3177186356236537, 0.1040758741023086)"
3,"(0.06666666666666667, 0.11751393027860063)","(0.86, 0.11212238211627763)","(0.15333333333333335, 0.12459458063579461)","(0.72, 0.21778101714468007)","(0.62, 0.19712215212183246)","(0.484, 0.08078189330360044)","(0.2022565192853411, 0.03835550491325322)","(0.3179616325069219, 0.1041624358640008)"
4,"(0.11333333333333334, 0.17674302033770736)","(0.8533333333333334, 0.14074631010979938)","(0.25333333333333335, 0.16417180315870614)","(0.8333333333333334, 0.24397501823713333)","(0.64, 0.1992844341996778)","(0.5386666666666666, 0.1037763162264098)","(0.2844206802857419, 0.053354077864158224)","(0.317851216904819, 0.10447402255952538)"
5,"(0.14666666666666667, 0.21995670569671746)","(0.8733333333333333, 0.16242214252050852)","(0.2866666666666667, 0.19591057240729093)","(0.8333333333333334, 0.23502786055720126)","(0.68, 0.2144761058952722)","(0.5640000000000001, 0.10802116194788607)","(0.38450539371309184, 0.057305267954054134)","(0.31753038458215693, 0.10406061281522362)"
