budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
1,"(0.02666666666666667, 0.10327955589886445)","(0.7, 0.2)","(0.08666666666666667, 0.0990430401872025)","(0.38666666666666666, 0.2325838302531758)","(0.24, 0.20632844828435212)","(0.28800000000000003, 0.10496257836554349)","(0.08746289280243218, 0.04929274164544245)","(0.7300542583378653, 1.5841040818989216)"
2,"(0.03333333333333333, 0.08997354108424374)","(0.8066666666666666, 0.1279880946844369)","(0.15333333333333335, 0.1505545305418162)","(0.6, 0.19272482233188631)","(0.5133333333333333, 0.17674302033770736)","(0.42133333333333334, 0.0665331997326648)","(0.13215249663529297, 0.019493074778702747)","(0.3177186356236537, 0.1040758741023086)"
3,"(0.08666666666666667, 0.13557637102737474)","(0.8533333333333334, 0.11254628677422755)","(0.21333333333333335, 0.17674302033770736)","(0.74, 0.19198214202665534)","(0.62, 0.20071301473923978)","(0.5026666666666667, 0.08907995338592234)","(0.2022565192853411, 0.03835550491325322)","(0.3179616325069219, 0.1041624358640008)"
4,"(0.15333333333333335, 0.2133630931623591)","(0.8533333333333334, 0.13557637102737477)","(0.29333333333333333, 0.1869555587629877)","(0.8, 0.22360679774997896)","(0.66, 0.17647338933351153)","(0.552, 0.10248344814094197)","(0.2844206802857419, 0.053354077864158224)","(0.317851216904819, 0.10447402255952538)"
5,"(0.16, 0.24142434484888695)","(0.8866666666666667, 0.16417180315870614)","(0.32, 0.18973665961010275)","(0.8266666666666667, 0.20517124090680472)","(0.72, 0.15675276256394519)","(0.5826666666666667, 0.11335574008193766)","(0.38450539371309184, 0.057305267954054134)","(0.31753038458215693, 0.10406061281522362)"
