budget,high_margin,low_margin,other,total,time,time_defense
1,"(0.0, 0.0)","(0.9533333333333334, 0.0915475416434127)","(0.2733333333333333, 0.1237316604977231)","(0.375, 0.06267831705280089)","(5.883929319831077, 0.9233283184018266)","(1.2527035312688288, 0.5155031772330033)"
2,"(0.0, 0.0)","(0.98, 0.056061191058138796)","(0.5366666666666666, 0.12601965077301389)","(0.5133333333333333, 0.06672616392676078)","(6.75563806699356, 0.16733085939269554)","(1.130164715729188, 0.4329073422624845)"
3,"(0.02, 0.07745966692414834)","(0.9866666666666667, 0.03518657752744983)","(0.6666666666666666, 0.13451854182690987)","(0.585, 0.07547468828308317)","(7.941366224060767, 0.1880221966634089)","(1.231923043266094, 0.5633819588583296)"
4,"(0.03333333333333333, 0.0723746864455746)","(0.9933333333333333, 0.025819888974716106)","(0.75, 0.12100767390069582)","(0.6316666666666667, 0.06084719346347006)","(9.087999726420579, 0.26362446329468586)","(1.0708235710044391, 0.3560960527891023)"
5,"(0.06666666666666667, 0.11126972805283737)","(1.0, 0.0)","(0.82, 0.0996422170998389)","(0.6766666666666666, 0.05466347261284484)","(10.317451300503064, 0.2954355696126694)","(1.035384414670989, 0.3850216296920458)"
