budget,high_margin,low_margin,other,total,time,time_defense
1,"(0.0, 0.0)","(0.6466666666666666, 0.09904304018720252)","(0.08333333333333334, 0.05563486402641868)","(0.20333333333333334, 0.0431635869465831)","(0.05049585190912088, 0.01254958346821715)","(0.8588013540177296, 0.4495423772612495)"
2,"(0.0, 0.0)","(0.6733333333333333, 0.1791514389985135)","(0.26666666666666666, 0.10634624492441569)","(0.3016666666666667, 0.06712639109137614)","(0.07790376973959307, 0.009731323651993033)","(0.7205362755339593, 0.2956522378861464)"
3,"(0.013333333333333334, 0.035186577527449844)","(0.6466666666666666, 0.14573295865416044)","(0.29333333333333333, 0.10668154658117955)","(0.31166666666666665, 0.060405376613423434)","(0.1418988921524336, 0.0440221349091503)","(0.6418156800481181, 0.2329226875734676)"
4,"(0.02666666666666667, 0.05936168397046637)","(0.7133333333333334, 0.15976172734359606)","(0.43666666666666665, 0.1329160135825126)","(0.4033333333333333, 0.0673918887305191)","(0.20748625883522134, 0.04107857220248899)","(0.733525050478056, 0.28043195739622767)"
5,"(0.006666666666666667, 0.025819888974716113)","(0.74, 0.12983506020002017)","(0.4666666666666667, 0.0994029797388005)","(0.42, 0.05916079783099616)","(0.2804182500578463, 0.06059646109609029)","(0.7379164567372452, 0.3112625233668805)"
