,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.0, 0.0)","(0.68, 0.1686548085423136)","(0.29, 0.09368979548370131)","(0.315, 0.06687467549246293)","(86.70927018956282, 30.81179553222573)","(1.1609863575082273, 0.6608395903148354)"
1,2,"(0.0, 0.0)","(0.74, 0.1776388345929897)","(0.44, 0.10488088481701516)","(0.405, 0.083166499665831)","(111.73976810048335, 26.56683311168896)","(1.6639871360268443, 0.6870696089392774)"
2,3,"(0.0, 0.0)","(0.76, 0.1837873166945363)","(0.515, 0.10013879257199865)","(0.4475, 0.08616038017041888)","(84.79621448419057, 28.71781269722751)","(1.035693912161514, 0.6198499887108457)"
3,4,"(0.0, 0.0)","(0.78, 0.18737959096740261)","(0.535, 0.17488091186099566)","(0.4625, 0.11008204011352422)","(108.17803479786963, 29.828185243166452)","(1.4339091343805195, 0.8048784792862566)"
4,5,"(0.0, 0.0)","(0.74, 0.2065591117977289)","(0.505, 0.16906606203887678)","(0.4375, 0.12090515107122425)","(80.78049664087594, 26.60651690225173)","(1.0513323285616933, 0.6156631336126255)"
