,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.01, 0.0316227766016838)","(0.92, 0.15491933384829668)","(0.46, 0.1264911064067352)","(0.4625, 0.07839536550927825)","(272.0703085368732, 44.98166522540676)","(1.8505268137902022, 0.746848290993728)"
1,2,"(0.060000000000000005, 0.09660917830792959)","(0.97, 0.04830458915396478)","(0.675, 0.1136515141415488)","(0.595, 0.05868938953886337)","(180.12023015972227, 37.850258123327905)","(1.3507897500181572, 0.5885113674274899)"
2,3,"(0.09000000000000001, 0.13703203194062977)","(1.0, 0.0)","(0.79, 0.10488088481701516)","(0.6675, 0.05143766454003655)","(181.11725377810654, 36.997935083676005)","(1.3243814383167773, 0.6405737819794373)"
3,4,"(0.13, 0.13374935098492585)","(1.0, 0.0)","(0.89, 0.061463629715285885)","(0.7275, 0.04158324983291551)","(179.56047778106296, 37.07127703882921)","(1.4460323273669928, 0.6618516092592269)"
4,5,"(0.22, 0.16193277068654827)","(0.99, 0.031622776601683784)","(0.865, 0.08181958472422385)","(0.735, 0.047434164902525694)","(178.5066573239863, 36.39616678535214)","(1.4876457139151171, 0.590537752199088)"
