,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.0, 0.0)","(0.68, 0.1686548085423136)","(0.265, 0.0944281031614353)","(0.3025, 0.0660912668629945)","(86.70927018956282, 30.81179553222573)","(1.1609863575082273, 0.6608395903148354)"
1,2,"(0.0, 0.0)","(0.74, 0.1776388345929897)","(0.43, 0.1110555416597179)","(0.4, 0.08819171036881969)","(111.73976810048335, 26.56683311168896)","(1.6639871360268443, 0.6870696089392774)"
2,3,"(0.0, 0.0)","(0.77, 0.1946506842754191)","(0.495, 0.10394977419675115)","(0.44, 0.08834905520465715)","(84.79621448419057, 28.71781269722751)","(1.035693912161514, 0.6198499887108457)"
3,4,"(0.0, 0.0)","(0.77, 0.1946506842754191)","(0.515, 0.13133925536563698)","(0.45, 0.097182531580755)","(108.17803479786963, 29.828185243166452)","(1.4339091343805195, 0.8048784792862566)"
4,5,"(0.0, 0.0)","(0.76, 0.1837873166945363)","(0.49, 0.15238839267549947)","(0.435, 0.10814085465005557)","(80.78049664087594, 26.60651690225173)","(1.0513323285616933, 0.6156631336126255)"
