budget,high_margin,low_margin,other,total,time,time_defense
1,"(0.0, 0.0)","(0.5666666666666667, 0.14474937289114917)","(0.14, 0.06324555320336758)","(0.21166666666666667, 0.04418575508442685)","(0.05049585190912088, 0.01254958346821715)","(0.8588013540177296, 0.4495423772612495)"
2,"(0.0, 0.0)","(0.64, 0.17237832147426693)","(0.29, 0.11832159566199232)","(0.305, 0.06892024376045111)","(0.07790376973959307, 0.009731323651993033)","(0.7205362755339593, 0.2956522378861464)"
3,"(0.02, 0.041403933560541256)","(0.5933333333333334, 0.1791514389985135)","(0.32666666666666666, 0.10153582525160178)","(0.31666666666666665, 0.05317312246220784)","(0.1418988921524336, 0.0440221349091503)","(0.6418156800481181, 0.2329226875734676)"
4,"(0.060000000000000005, 0.09856107606091623)","(0.6933333333333334, 0.15337473561121312)","(0.4066666666666667, 0.11474609652039004)","(0.39166666666666666, 0.07175520555199828)","(0.20748625883522134, 0.04107857220248899)","(0.733525050478056, 0.28043195739622767)"
5,"(0.04666666666666667, 0.0915475416434127)","(0.7533333333333333, 0.13020130933435714)","(0.4866666666666667, 0.08755950357709132)","(0.44333333333333336, 0.052155901825566155)","(0.2804182500578463, 0.06059646109609029)","(0.7379164567372452, 0.3112625233668805)"
