,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.0, 0.0)","(0.98, 0.06324555320336757)","(0.45, 0.18708286933869706)","(0.47, 0.1046156988431681)","(17.97037152242847, 1.5476894510200652)","(0.8874886521138251, 0.13439564697137654)"
1,2,"(0.0, 0.0)","(1.0, 0.0)","(0.625, 0.14191155304938669)","(0.5625, 0.07095577652469334)","(22.379758948646487, 0.6952822258378502)","(0.8277367428410798, 0.08740187014612404)"
2,3,"(0.0, 0.0)","(1.0, 0.0)","(0.765, 0.085146931829632)","(0.6325, 0.04257346591481602)","(27.235750001110137, 0.7821267093993223)","(0.8649207438807934, 0.08386836957916001)"
3,4,"(0.01, 0.0316227766016838)","(1.0, 0.0)","(0.86, 0.08096638534327412)","(0.6825, 0.04257346591481599)","(32.434853207319975, 1.13113712537445)","(0.7955046666786074, 0.12554247828533147)"
4,5,"(0.05, 0.07071067811865477)","(1.0, 0.0)","(0.905, 0.04377975178854563)","(0.715, 0.02934469476943168)","(37.59375732215121, 1.200050872291683)","(0.8163181626703591, 0.12032257174399796)"
