,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.0, 0.0)","(0.95, 0.07071067811865474)","(0.32, 0.12516655570345725)","(0.39749999999999996, 0.06917168656482378)","(13.340211861114948, 0.3454720616792354)","(0.657101127365604, 0.25590322747328414)"
1,2,"(0.0, 0.0)","(0.97, 0.06749485577105527)","(0.525, 0.1457737973711325)","(0.505, 0.08232726023485647)","(13.498821622505783, 0.23488091153142132)","(0.5698066488374025, 0.0606581961594265)"
2,3,"(0.0, 0.0)","(1.0, 0.0)","(0.68, 0.1398411797560202)","(0.59, 0.0699205898780101)","(13.645970133366063, 0.2545166385299796)","(0.5573571885470301, 0.06365950999396412)"
3,4,"(0.0, 0.0)","(1.0, 0.0)","(0.735, 0.147290340635238)","(0.6175, 0.07364517031761901)","(14.019757164269686, 0.1716451076965799)","(0.4175098254811019, 0.057835082648191365)"
4,5,"(0.02, 0.04216370213557839)","(0.97, 0.06749485577105527)","(0.81, 0.09067647005823629)","(0.6525, 0.05062114182829145)","(14.244580006413162, 0.318786043849269)","(0.4159711724612862, 0.05730334292216262)"
