,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.0, 0.0)","(0.51, 0.15951314818673865)","(0.13, 0.09189365834726813)","(0.1925, 0.061293918494777645)","(0.031964377290569244, 0.002136827846569003)","(1.5098544680979102, 0.516417327412885)"
1,2,"(0.0, 0.0)","(0.72, 0.13984117975602023)","(0.3, 0.07817359599705717)","(0.33, 0.06101001739241042)","(0.03831045425031334, 0.0015873115798640312)","(1.6159215674735605, 0.8268966082706112)"
2,3,"(0.030000000000000002, 0.048304589153964794)","(0.61, 0.12866839377079187)","(0.405, 0.08959786703810409)","(0.3625, 0.05303300858899107)","(0.04709883097093552, 0.0011444613216635502)","(1.614291677158326, 0.8997843959041889)"
3,4,"(0.030000000000000002, 0.0674948557710553)","(0.69, 0.11972189997378649)","(0.505, 0.12122064363978786)","(0.4325, 0.08901466795484389)","(0.056203420250676574, 0.0010821858405574882)","(1.573091054195538, 0.8142427271848565)"
4,5,"(0.04, 0.09660917830792959)","(0.75, 0.11785113019775795)","(0.52, 0.17029386365926402)","(0.4575, 0.11846823296657304)","(0.06498997495509684, 0.0015682348192377503)","(1.4760760293807835, 0.5781154666249656)"
