,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.0, 0.0)","(1.0, 0.0)","(0.37333333333333335, 0.08837151016885368)","(0.43666666666666665, 0.04418575508442684)","(133.1877480231963, 4.228021728703614)","(1.311466513867102, 0.1552948386323387)"
1,2,"(0.0, 0.0)","(1.0, 0.0)","(0.7266666666666667, 0.09976162063830435)","(0.6133333333333334, 0.04988081031915219)","(139.10589313906772, 1.9837583624302033)","(1.2991997073346284, 0.031313231794295675)"
2,3,"(0.0, 0.0)","(1.0, 0.0)","(0.8633333333333333, 0.06672616392676077)","(0.6816666666666666, 0.03336308196338037)","(140.20201698278154, 0.3841301344496519)","(1.310352383934272, 0.017262637531101428)"
3,4,"(0.0, 0.0)","(1.0, 0.0)","(0.9333333333333333, 0.044986770542121864)","(0.7166666666666667, 0.02249338527106094)","(139.24807922806747, 1.7141278957179296)","(1.3002281622670124, 0.018537298809482537)"
4,5,"(0.0, 0.0)","(1.0, 0.0)","(0.9666666666666667, 0.0408248290463863)","(0.7333333333333333, 0.02041241452319317)","(136.30503985609977, 9.822132648852447)","(1.3103551357266647, 0.04528932750798832)"
