,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.0, 0.0)","(0.9133333333333333, 0.14573295865416044)","(0.12666666666666668, 0.062297290317897304)","(0.2916666666666667, 0.049701489869400234)","(13.40003857553626, 0.3249569240724353)","(1.6600402321356038, 0.12523919166809375)"
1,2,"(0.0, 0.0)","(0.9666666666666667, 0.08164965809277261)","(0.36, 0.1284523257866513)","(0.4216666666666667, 0.06999149608209218)","(13.727715081426625, 0.34776992628680664)","(1.638942342515414, 0.020858286421082547)"
2,3,"(0.0, 0.0)","(0.9666666666666667, 0.06172133998483675)","(0.5266666666666667, 0.1178174536346478)","(0.505, 0.06560161147846469)","(13.927746693060422, 0.4369700959273785)","(1.6379545736437042, 0.06543499064366275)"
3,4,"(0.0, 0.0)","(0.9533333333333334, 0.06399404734221843)","(0.63, 0.11771636613972951)","(0.5533333333333333, 0.0673918887305191)","(14.36781834087645, 0.43703789649984853)","(1.635397194698453, 0.032924795463392234)"
4,5,"(0.006666666666666667, 0.025819888974716113)","(0.9733333333333334, 0.04577377082170634)","(0.74, 0.09296696802013683)","(0.615, 0.05244044240850757)","(14.792095499330511, 0.5279359965072764)","(1.6423882816452533, 0.026670123428225327)"
