,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.0, 0.0)","(0.7066666666666667, 0.14375905768565217)","(0.06333333333333334, 0.039940431835899015)","(0.20833333333333334, 0.038575837490522985)","(52.99251833840584, 2.894246279346069)","(1.5774998508548985, 0.13134831672623945)"
1,2,"(0.0, 0.0)","(0.7666666666666667, 0.1447493728911492)","(0.16333333333333333, 0.09722335600245936)","(0.2733333333333333, 0.07347659167251516)","(52.51977366679348, 4.396785023987291)","(1.5559124526102095, 0.04915357219572853)"
2,3,"(0.0, 0.0)","(0.8466666666666667, 0.0990430401872025)","(0.18333333333333332, 0.08380817098475257)","(0.30333333333333334, 0.05334077329058977)","(34.59871506599399, 0.22499923725799129)","(1.0516209806936483, 0.057773006574018126)"
3,4,"(0.0, 0.0)","(0.7666666666666667, 0.11126972805283739)","(0.22333333333333333, 0.07988086367179802)","(0.30333333333333334, 0.05249716545635945)","(34.802301007090136, 0.2568780912608539)","(1.039941960029925, 0.06909169390718817)"
4,5,"(0.0, 0.0)","(0.7533333333333333, 0.11254628677422757)","(0.23666666666666666, 0.08549575316659774)","(0.30666666666666664, 0.04577377082170634)","(34.73823504629545, 0.2204620750257232)","(0.9464617448082815, 0.0676614278594776)"
