,budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
0,1,"(0.0, 0.0)","(0.9466666666666667, 0.09154754164341268)","(0.03333333333333333, 0.048795003647426664)","(0.08666666666666667, 0.12459458063579462)","(0.29333333333333333, 0.1869555587629877)","(0.272, 0.04459340117743239)","(314.498870932823, 81.48965321181426)","(1.3360360563887903, 0.37448784606556257)"
1,2,"(0.0, 0.0)","(0.9466666666666667, 0.0990430401872025)","(0.03333333333333333, 0.048795003647426664)","(0.36, 0.25579009251449014)","(0.5, 0.18898223650461363)","(0.368, 0.07701576832979445)","(199.74643921955334, 45.9077450970402)","(1.10240223891257, 0.3590604651856622)"
2,3,"(0.0, 0.0)","(0.9666666666666667, 0.08164965809277261)","(0.060000000000000005, 0.08280786712108251)","(0.56, 0.2746426249302381)","(0.7066666666666667, 0.1667618775665584)","(0.45866666666666667, 0.08296872617926301)","(174.24713585357338, 1.8635904727864658)","(1.0325404188750933, 0.3456107951106751)"
3,4,"(0.013333333333333334, 0.035186577527449844)","(0.9733333333333334, 0.05936168397046636)","(0.08666666666666667, 0.07432233529572066)","(0.6933333333333334, 0.28401877872187725)","(0.7333333333333334, 0.16329931618554522)","(0.5, 0.08652002245558126)","(260.13807645704753, 97.85926062929418)","(1.2503057774621993, 0.6452192174913711)"
4,5,"(0.02, 0.056061191058138816)","(0.9666666666666667, 0.07237468644557457)","(0.10666666666666667, 0.09611501047232549)","(0.6533333333333333, 0.2587515815456612)","(0.8066666666666666, 0.13870146083619755)","(0.5106666666666667, 0.07401415566021975)","(194.07374047572569, 55.919854248576975)","(1.1031304032852252, 0.3953152230604468)"
