,budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
0,1,"(0.006666666666666667, 0.025819888974716113)","(0.9400000000000001, 0.09102589898327992)","(0.08, 0.07745966692414834)","(0.11333333333333333, 0.1846489590960049)","(0.45333333333333337, 0.1302013093343571)","(0.31866666666666665, 0.05475486497193869)","(314.498870932823, 81.48965321181426)","(1.3360360563887903, 0.37448784606556257)"
1,2,"(0.006666666666666667, 0.025819888974716113)","(0.9733333333333334, 0.07988086367179803)","(0.1, 0.07559289460184544)","(0.38666666666666666, 0.22318047362958032)","(0.66, 0.16818357317441643)","(0.42533333333333334, 0.06696125389962111)","(199.74643921955334, 45.9077450970402)","(1.10240223891257, 0.3590604651856622)"
2,3,"(0.02, 0.041403933560541256)","(0.9866666666666667, 0.03518657752744983)","(0.13333333333333333, 0.08164965809277261)","(0.5466666666666666, 0.2325838302531758)","(0.8066666666666666, 0.1334523278535216)","(0.4986666666666667, 0.05974549195984422)","(174.24713585357338, 1.8635904727864658)","(1.0325404188750933, 0.3456107951106751)"
3,4,"(0.04666666666666667, 0.0833809387832792)","(0.9933333333333333, 0.025819888974716106)","(0.12666666666666668, 0.08837151016885368)","(0.7, 0.264575131106459)","(0.8066666666666666, 0.11629191512658793)","(0.5346666666666666, 0.06780925628625664)","(260.13807645704753, 97.85926062929418)","(1.2503057774621993, 0.6452192174913711)"
4,5,"(0.05333333333333334, 0.0990430401872025)","(0.9866666666666667, 0.03518657752744983)","(0.2, 0.11338934190276817)","(0.68, 0.23052734575936354)","(0.8466666666666667, 0.11872336794093274)","(0.5533333333333333, 0.06309478885734052)","(194.07374047572569, 55.919854248576975)","(1.1031304032852252, 0.3953152230604468)"
