budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
1,"(0.013333333333333334, 0.035186577527449844)","(0.29333333333333333, 0.2016597794967223)","(0.08, 0.06761234037828133)","(0.6133333333333333, 0.23563490726929556)","(0.36, 0.18439088914585774)","(0.272, 0.08444778606587962)","(79.58803809077945, 3.233401605423164)","(7.7731090349145235, 1.9147623322164773)"
2,"(0.02666666666666667, 0.05936168397046637)","(0.3466666666666667, 0.15976172734359606)","(0.06666666666666667, 0.06172133998483677)","(0.58, 0.2569046515733026)","(0.32, 0.14735767952260145)","(0.268, 0.08273883178843104)","(108.47437769300305, 6.236443492773948)","(8.041124796463798, 2.085559883914055)"
3,"(0.05333333333333334, 0.0915475416434127)","(0.24, 0.20283702113484398)","(0.09333333333333334, 0.05936168397046637)","(0.7333333333333333, 0.2058663459163551)","(0.4066666666666667, 0.1751190071541826)","(0.30533333333333335, 0.06738658902891866)","(137.32050758218392, 11.661914369847475)","(8.451739372413916, 2.30335318452392)"
4,"(0.02666666666666667, 0.05936168397046637)","(0.3, 0.17728105208558367)","(0.10666666666666667, 0.05936168397046637)","(0.6799999999999999, 0.21111946516469904)","(0.3933333333333333, 0.1667618775665584)","(0.30133333333333334, 0.09054333348234556)","(171.62092925083513, 14.890154594728102)","(8.375191189480635, 2.0993668585549132)"
5,"(0.03333333333333333, 0.06172133998483677)","(0.3933333333333333, 0.13345232785352157)","(0.10666666666666667, 0.045773770821706354)","(0.7933333333333333, 0.15796322658258458)","(0.41333333333333333, 0.13557637102737474)","(0.348, 0.05280692595267621)","(203.4846507907845, 14.51083676842253)","(8.074842833393875, 1.7708835791731938)"
