budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
1,"(0.0, 0.0)","(0.24000000000000002, 0.14040757000349274)","(0.10666666666666667, 0.07988086367179802)","(0.3666666666666667, 0.2663688813513714)","(0.3, 0.10690449676496976)","(0.20266666666666666, 0.07004760286167305)","(181.90982885312988, 15.882309778484379)","(7.971731635928154, 2.0223676500174204)"
2,"(0.0, 0.0)","(0.23333333333333334, 0.19148542155126763)","(0.08666666666666667, 0.06399404734221845)","(0.4666666666666667, 0.24102953780654787)","(0.37333333333333335, 0.1869555587629877)","(0.232, 0.1016436351742133)","(260.35809060162086, 33.444651397968464)","(7.971741525603769, 1.9510375368658073)"
3,"(0.0, 0.0)","(0.31333333333333335, 0.22949219304078006)","(0.07333333333333333, 0.05936168397046637)","(0.49333333333333335, 0.14375905768565214)","(0.3, 0.18126539343499315)","(0.23600000000000002, 0.08854377448471462)","(346.4654321226796, 48.7708235625903)","(8.319739198870957, 2.501850873686407)"
4,"(0.0, 0.0)","(0.2866666666666667, 0.19223002094465097)","(0.10666666666666667, 0.07988086367179802)","(0.5333333333333333, 0.1632993161855452)","(0.3466666666666667, 0.11254628677422755)","(0.25466666666666665, 0.053701112873100906)","(453.08033852606314, 91.53732041558133)","(7.958945955320572, 2.3044390729102995)"
5,"(0.0, 0.0)","(0.2866666666666667, 0.19591057240729093)","(0.07333333333333333, 0.07037315505489969)","(0.6133333333333333, 0.10600988273786192)","(0.38666666666666666, 0.11872336794093273)","(0.272, 0.043293021542573286)","(512.7906398266089, 95.039644774324)","(8.157013245671987, 2.5574856332014146)"
