,budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
0,1,"(0.0, 0.0)","(1.0, 0.0)","(0.006666666666666667, 0.025819888974716113)","(0.006666666666666667, 0.025819888974716113)","(0.5466666666666666, 0.17265434778633235)","(0.312, 0.036878177829171556)","(177.72951051266864, 11.992051284981303)","(2.2547306768751394, 0.6627655441310506)"
1,2,"(0.0, 0.0)","(1.0, 0.0)","(0.02, 0.041403933560541256)","(0.12666666666666668, 0.09611501047232549)","(0.7, 0.1362770287738494)","(0.36933333333333335, 0.039904648255321744)","(173.26264975339484, 16.414731860908258)","(1.8538100959577908, 0.12234651493774902)"
2,3,"(0.0, 0.0)","(1.0, 0.0)","(0.02666666666666667, 0.04577377082170635)","(0.41333333333333333, 0.21336309316235907)","(0.78, 0.1207121724244435)","(0.444, 0.05408987230262506)","(180.20779573232866, 12.74259784174485)","(1.9902620834764093, 0.31377004399085684)"
3,4,"(0.0, 0.0)","(1.0, 0.0)","(0.02666666666666667, 0.04577377082170635)","(0.6866666666666666, 0.16846647257229666)","(0.8333333333333334, 0.08997354108424374)","(0.5093333333333333, 0.03844600418893021)","(177.61192351679009, 13.236685738707484)","(1.9581840766749035, 0.36294402573964446)"
4,5,"(0.0, 0.0)","(1.0, 0.0)","(0.02666666666666667, 0.04577377082170635)","(0.86, 0.09856107606091623)","(0.88, 0.06761234037828132)","(0.5533333333333333, 0.01951800145897065)","(177.931362320312, 10.15711381184222)","(1.8948527426303674, 0.14171906140647197)"
