,budget,high_margin,low_margin,high_degree,low_degree,other,total,time
0,1,"(0.03333333333333333, 0.08997354108424374)","(0.78, 0.20770858707058104)","(0.013333333333333334, 0.035186577527449844)","(0.1, 0.16035674514745463)","(0.19333333333333333, 0.10997835284835873)","(0.224, 0.04672105673951674)","(16.842317485871416, 0.33913761538393666)"
1,2,"(0.09333333333333334, 0.16242214252050852)","(0.8533333333333334, 0.2587515815456612)","(0.02, 0.041403933560541256)","(0.42, 0.29568322818274867)","(0.3466666666666667, 0.10600988273786194)","(0.3466666666666667, 0.06618876325292973)","(17.42612332450226, 0.45853420194226696)"
2,3,"(0.12666666666666668, 0.15337473561121312)","(0.9, 0.1414213562373095)","(0.02666666666666667, 0.05936168397046637)","(0.4866666666666667, 0.35023801430836526)","(0.4066666666666667, 0.14375905768565214)","(0.38933333333333336, 0.09647106647418524)","(18.15555210337043, 0.6839299102920428)"
3,4,"(0.16, 0.18822478962286404)","(0.8933333333333333, 0.14375905768565217)","(0.06666666666666667, 0.0723746864455746)","(0.6133333333333334, 0.32484428504101703)","(0.48666666666666664, 0.20998866182543785)","(0.444, 0.1181282595922149)","(18.577047759511817, 0.8607495307065238)"
4,5,"(0.24666666666666667, 0.29244454093692623)","(0.9266666666666666, 0.1162919151265879)","(0.07333333333333333, 0.07988086367179803)","(0.64, 0.31350552512789037)","(0.6733333333333333, 0.17099150633319551)","(0.512, 0.13497089633377582)","(19.355863108765334, 0.6973575794789176)"
