,budget,high_margin,low_margin,high_degree,low_degree,other,total,time
0,1,"(0.03333333333333333, 0.10465362369445673)","(0.5533333333333333, 0.22949219304078008)","(0.060000000000000005, 0.07367883976130073)","(0.22666666666666666, 0.21865389045137934)","(0.12666666666666668, 0.19073791542572854)","(0.2, 0.06761234037828133)","(0.12797608754287162, 0.00568984972543916)"
1,2,"(0.12666666666666668, 0.21201976547572385)","(0.6333333333333333, 0.19518001458970666)","(0.03333333333333333, 0.048795003647426664)","(0.8066666666666666, 0.29390636669006065)","(0.2866666666666667, 0.12459458063579461)","(0.37733333333333335, 0.07629516617029143)","(0.13063071630895137, 0.007304851275373547)"
2,3,"(0.09333333333333334, 0.14864467059144132)","(0.8, 0.11952286093343939)","(0.09333333333333334, 0.1533747356112131)","(0.46, 0.28735244660769566)","(0.44666666666666666, 0.20307165050320353)","(0.37866666666666665, 0.07150091574505149)","(0.1439011707281073, 0.0045236074802051844)"
3,4,"(0.14666666666666667, 0.15522640914238175)","(0.7666666666666667, 0.12344267996967355)","(0.10666666666666667, 0.15337473561121312)","(0.5333333333333333, 0.3199702367110922)","(0.43333333333333335, 0.17994708216848745)","(0.3973333333333333, 0.10388638482679505)","(0.15584804971391955, 0.00957429723004925)"
4,5,"(0.18666666666666668, 0.16417180315870614)","(0.82, 0.1424279266355945)","(0.08666666666666667, 0.1302013093343571)","(0.5133333333333333, 0.37199590371528607)","(0.5266666666666666, 0.1667618775665584)","(0.4266666666666667, 0.09340133577101307)","(0.1672603319399059, 0.010167635340847782)"
