budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
1,"(0.03333333333333333, 0.12909944487358055)","(0.96, 0.05070925528371099)","(0.04666666666666667, 0.0833809387832792)","(0.12666666666666668, 0.10997835284835873)","(0.31333333333333335, 0.15522640914238173)","(0.296, 0.049106298694043024)","(176.9091848908264, 24.06041359858848)","(1.6161818396610519, 0.684422120160042)"
2,"(0.08, 0.19346465162548798)","(0.9866666666666667, 0.03518657752744983)","(0.07333333333333333, 0.10327955589886445)","(0.5466666666666666, 0.19952324127660873)","(0.5466666666666666, 0.15976172734359606)","(0.44666666666666666, 0.07158079018709926)","(178.1749138774622, 24.957575069799752)","(1.4994613116723485, 0.4592769300797398)"
3,"(0.12, 0.26779523094014523)","(0.9933333333333333, 0.025819888974716106)","(0.08666666666666667, 0.0990430401872025)","(0.7933333333333333, 0.14375905768565217)","(0.74, 0.15023790657297037)","(0.5466666666666666, 0.06399404734221845)","(178.61088200036127, 25.083506235856078)","(1.5025789808675958, 0.45336311025350556)"
4,"(0.16666666666666666, 0.3309438162646487)","(1.0, 0.0)","(0.11333333333333334, 0.0990430401872025)","(0.8666666666666667, 0.11126972805283737)","(0.8466666666666667, 0.11872336794093276)","(0.5986666666666667, 0.07347173087722404)","(178.6570951833972, 25.334482778651605)","(1.499646980536636, 0.46142409941477286)"
5,"(0.16666666666666666, 0.3177300441449958)","(1.0, 0.0)","(0.13333333333333333, 0.11751393027860063)","(0.9266666666666666, 0.079880863671798)","(0.8533333333333334, 0.13557637102737477)","(0.616, 0.06977514907595274)","(179.52706605787, 24.75282512330278)","(1.4976379417232237, 0.45435616553368474)"
