budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
1,"(0.04, 0.12983506020002017)","(0.7733333333333333, 0.13870146083619755)","(0.02, 0.041403933560541256)","(0.54, 0.23543273227945904)","(0.16666666666666669, 0.0816496580927726)","(0.308, 0.0644980619863884)","(15.100661239827362, 0.9102980418090849)","(1.1399913878063672, 0.7602569032547537)"
2,"(0.04, 0.08280786712108251)","(0.8866666666666667, 0.0833809387832792)","(0.05333333333333334, 0.0833809387832792)","(0.18666666666666668, 0.13020130933435714)","(0.28, 0.1082325538564332)","(0.28933333333333333, 0.04772939595359696)","(15.239505855417034, 0.3236815815135055)","(0.9602752142741035, 0.36802014115754195)"
3,"(0.1, 0.19639610121239315)","(0.9266666666666666, 0.10327955589886445)","(0.07333333333333333, 0.10327955589886445)","(0.28, 0.23664319132398465)","(0.36, 0.17237832147426693)","(0.34800000000000003, 0.09190056738515974)","(15.612194879706173, 0.4464387770604703)","(0.9632030095943871, 0.3691109790448447)"
4,"(0.09333333333333334, 0.1667618775665584)","(0.9666666666666667, 0.07237468644557457)","(0.09333333333333334, 0.10327955589886445)","(0.3, 0.23603873774083295)","(0.4, 0.15118578920369088)","(0.37066666666666664, 0.06318529063303382)","(16.079024151409975, 0.6768211598023006)","(0.965445417262769, 0.3676034178558838)"
5,"(0.13333333333333333, 0.21602468994692867)","(0.9533333333333334, 0.06399404734221843)","(0.1, 0.11338934190276817)","(0.37333333333333335, 0.2433887738538802)","(0.4666666666666667, 0.18387366263150307)","(0.4053333333333333, 0.0863437206474107)","(16.214441193911867, 0.61306625016615)","(0.9293119818593065, 0.34574728215612405)"
