budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
1,"(0.0, 0.0)","(0.8866666666666667, 0.1505545305418162)","(0.02, 0.041403933560541256)","(0.0, 0.0)","(0.17333333333333334, 0.1486446705914413)","(0.216, 0.05138093031466052)","(13.12660718926539, 0.3168213941259144)","(2.111848763376474, 1.1702710074564888)"
2,"(0.0, 0.0)","(0.92, 0.1264911064067352)","(0.02666666666666667, 0.05936168397046637)","(0.08666666666666667, 0.10600988273786194)","(0.24000000000000002, 0.18439088914585774)","(0.25466666666666665, 0.049837832254317836)","(13.745280422642827, 1.3429331920497447)","(1.9030690326665838, 0.952898332000609)"
3,"(0.0, 0.0)","(0.96, 0.05070925528371099)","(0.04666666666666667, 0.0833809387832792)","(0.26666666666666666, 0.20236694629405505)","(0.36, 0.145405835999994)","(0.32666666666666666, 0.06399404734221845)","(13.961722853221, 0.45748246422732713)","(2.0713700675716002, 1.0757884373357018)"
4,"(0.0, 0.0)","(0.9733333333333334, 0.04577377082170634)","(0.04666666666666667, 0.0833809387832792)","(0.42666666666666664, 0.2914659173083209)","(0.5266666666666666, 0.15796322658258458)","(0.39466666666666667, 0.0801664934163062)","(14.292014050545792, 0.520958920168368)","(2.193725974702587, 1.594260359495657)"
5,"(0.0, 0.0)","(0.9933333333333333, 0.025819888974716106)","(0.09333333333333334, 0.07988086367179803)","(0.4266666666666667, 0.31274514194392183)","(0.6133333333333333, 0.188477610139267)","(0.42533333333333334, 0.08433493316758454)","(14.511461742470662, 0.7232083765090627)","(2.207413991106053, 1.367363371461605)"
