,budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
0,1,"(0.0, 0.0)","(0.9400000000000001, 0.09102589898327995)","(0.006666666666666667, 0.025819888974716113)","(0.08666666666666667, 0.07432233529572066)","(0.5666666666666667, 0.22253945610567472)","(0.32, 0.057071383872680514)","(16.99245579643563, 0.29490993242081015)","(2.7751848591996047, 1.3117818728292878)"
1,2,"(0.0, 0.0)","(0.9866666666666667, 0.03518657752744983)","(0.02, 0.041403933560541256)","(0.24666666666666667, 0.1505545305418162)","(0.7533333333333333, 0.13557637102737477)","(0.4013333333333333, 0.042403953095144775)","(17.871593085168083, 0.5485988682744727)","(2.397136029403191, 0.6910904855792376)"
2,3,"(0.0, 0.0)","(1.0, 0.0)","(0.006666666666666667, 0.025819888974716113)","(0.5266666666666666, 0.198086080374405)","(0.8533333333333334, 0.06399404734221843)","(0.47733333333333333, 0.039904648255321744)","(17.975193097845963, 0.5751145209701779)","(2.455008741999821, 0.7625557501876121)"
3,4,"(0.0, 0.0)","(1.0, 0.0)","(0.02666666666666667, 0.04577377082170635)","(0.6933333333333334, 0.2016597794967223)","(0.8333333333333334, 0.12909944487358055)","(0.5106666666666667, 0.052842983946603105)","(18.534173474053386, 0.6909932989361112)","(2.2466606799319075, 0.5481306785559842)"
4,5,"(0.0, 0.0)","(1.0, 0.0)","(0.02666666666666667, 0.04577377082170635)","(0.7533333333333333, 0.28502297317601477)","(0.8733333333333333, 0.10327955589886445)","(0.5306666666666666, 0.0654071497475256)","(19.07680330016495, 0.8726934799789465)","(2.405135487400306, 0.6281904273553336)"
