,budget,high_margin,low_margin,high_degree,low_degree,other,total,time
0,1,"(0.04, 0.11212238211627763)","(0.7666666666666667, 0.3373566715058764)","(0.02, 0.041403933560541256)","(0.06, 0.11212238211627762)","(0.36666666666666664, 0.2919556391613206)","(0.2506666666666667, 0.1248694556422064)","(186.66538685094565, 18.85029258445901)"
1,2,"(0.03333333333333333, 0.10465362369445673)","(0.8333333333333334, 0.34364987719368983)","(0.06, 0.10555973258234952)","(0.15333333333333332, 0.21336309316235907)","(0.44, 0.2472708174105006)","(0.304, 0.1434672685418425)","(178.02675375190253, 4.609230107825609)"
2,3,"(0.07333333333333333, 0.20862360730226462)","(0.8266666666666667, 0.34114652626247327)","(0.05333333333333334, 0.06399404734221845)","(0.10666666666666666, 0.21865389045137934)","(0.5133333333333333, 0.28250579429371675)","(0.31466666666666665, 0.16792288479565623)","(178.15161841219913, 4.088048115258983)"
3,4,"(0.11333333333333334, 0.2325838302531758)","(0.8533333333333334, 0.348192612268117)","(0.05333333333333334, 0.06399404734221845)","(0.18666666666666668, 0.2948768911806772)","(0.5666666666666667, 0.2663688813513713)","(0.3546666666666667, 0.17557524502806957)","(175.82432181589925, 5.586253912105829)"
4,5,"(0.08666666666666667, 0.2133630931623591)","(0.86, 0.35010202594590706)","(0.06666666666666667, 0.09759000729485333)","(0.2, 0.32293298729878045)","(0.6066666666666667, 0.29872745979922105)","(0.364, 0.1893145530591877)","(176.24918854413554, 5.7246832898925195)"
