,budget,high_margin,low_margin,high_degree,low_degree,other,total,time
0,1,"(0.03333333333333333, 0.12909944487358055)","(0.7866666666666666, 0.33777986632604096)","(0.0, 0.0)","(0.12, 0.2883450314169765)","(0.4666666666666667, 0.33309515300043163)","(0.2813333333333333, 0.1694472807464934)","(4511.789298640378, 248.82140161396768)"
1,2,"(0.14666666666666667, 0.22949219304078006)","(0.84, 0.34599752269963685)","(0.0, 0.0)","(0.3, 0.31167748898959186)","(0.58, 0.3299350585450762)","(0.37333333333333335, 0.18787026932231213)","(4240.138923106436, 301.1482646264103)"
2,3,"(0.12, 0.18593393604027364)","(0.8533333333333334, 0.348192612268117)","(0.006666666666666667, 0.025819888974716113)","(0.23333333333333334, 0.328778402720188)","(0.6266666666666667, 0.28900486072695997)","(0.368, 0.17660286359108515)","(4076.7188973650336, 198.08869020309757)"
3,4,"(0.13999999999999999, 0.2097617696340303)","(0.86, 0.35010202594590706)","(0.013333333333333334, 0.035186577527449844)","(0.31333333333333335, 0.29728934118288264)","(0.6733333333333333, 0.30581662728473336)","(0.4, 0.18015866023353655)","(3955.2553800315904, 229.06481328866272)"
4,5,"(0.16666666666666669, 0.2742956347412318)","(0.86, 0.35010202594590706)","(0.0, 0.0)","(0.29333333333333333, 0.3825976377095818)","(0.6733333333333333, 0.3150207854064478)","(0.39866666666666667, 0.2054217496714874)","(3861.3931190562744, 200.63130591279514)"
