,budget,high_margin,low_margin,high_degree,low_degree,other,total,time
0,1,"(0.02666666666666667, 0.04577377082170635)","(0.37333333333333335, 0.24630604269214887)","(0.02666666666666667, 0.07037315505489969)","(0.15333333333333332, 0.1505545305418162)","(0.14, 0.17647338933351153)","(0.14400000000000002, 0.06288311151879902)","(37.371012006731085, 5.627705215147524)"
1,2,"(0.08666666666666667, 0.13020130933435714)","(0.42000000000000004, 0.26779523094014523)","(0.03333333333333333, 0.0723746864455746)","(0.44, 0.3660601043544625)","(0.24666666666666667, 0.19223002094465094)","(0.24533333333333335, 0.053166405433005035)","(35.94311212223644, 0.2527273532533318)"
2,3,"(0.18, 0.20424075429327446)","(0.58, 0.2512824250576573)","(0.02, 0.056061191058138816)","(0.4533333333333333, 0.3661901665736508)","(0.3333333333333333, 0.13451854182690984)","(0.31333333333333335, 0.10840839890147329)","(35.89770853606363, 0.09604936859188498)"
3,4,"(0.21333333333333332, 0.24746332099544618)","(0.6, 0.23299294900428702)","(0.05333333333333334, 0.12459458063579461)","(0.5, 0.33806170189140666)","(0.4533333333333333, 0.14074631010979935)","(0.364, 0.08218446151363233)","(35.9414408704266, 0.07183536320351408)"
4,5,"(0.16666666666666666, 0.17994708216848748)","(0.5599999999999999, 0.1992844341996778)","(0.06, 0.145405835999994)","(0.43333333333333335, 0.3415650255319866)","(0.37333333333333335, 0.1751190071541826)","(0.31866666666666665, 0.09085834081270742)","(35.98179103843868, 0.0664901767297824)"
