,budget,high_margin,low_margin,high_degree,low_degree,other,total,time
0,1,"(0.12666666666666668, 0.14375905768565217)","(0.54, 0.3157756889221932)","(0.13333333333333333, 0.1588650220724979)","(0.3, 0.20354009783964294)","(0.31333333333333335, 0.2065591117977289)","(0.2826666666666667, 0.11335574008193766)","(210.50006984726835, 61.098094196499765)"
1,2,"(0.29333333333333333, 0.1709915063331955)","(0.7133333333333334, 0.2445598573141631)","(0.24, 0.2443650664769531)","(0.7466666666666667, 0.25317037365228595)","(0.5333333333333333, 0.21602468994692867)","(0.5053333333333333, 0.10729576390697329)","(223.83467056741938, 48.82967324111472)"
2,3,"(0.38, 0.22740775209804462)","(0.8133333333333334, 0.17674302033770736)","(0.2, 0.17728105208558367)","(0.8266666666666667, 0.2016597794967223)","(0.68, 0.1698739028136543)","(0.58, 0.07892129895390362)","(224.99472445044665, 47.298769515691724)"
3,4,"(0.4666666666666667, 0.3177300441449958)","(0.8333333333333334, 0.11126972805283737)","(0.18666666666666668, 0.1995232412766087)","(0.8466666666666667, 0.1846489590960049)","(0.66, 0.1992844341996778)","(0.5986666666666667, 0.09635252733483189)","(224.6599122230895, 57.3440167757737)"
4,5,"(0.49333333333333335, 0.2604026186687142)","(0.92, 0.07745966692414832)","(0.2733333333333333, 0.22189658681037713)","(0.7866666666666666, 0.2065591117977289)","(0.8200000000000001, 0.12071217242444349)","(0.6586666666666666, 0.09723804859846837)","(224.10715794395657, 42.56569696731025)"
