,budget,high_margin,low_margin,high_degree,low_degree,other,total,time
0,1,"(0.05333333333333334, 0.0833809387832792)","(0.4666666666666667, 0.3015831244489336)","(0.0, 0.0)","(0.24666666666666667, 0.2030716505032035)","(0.2866666666666667, 0.192230020944651)","(0.21066666666666667, 0.08379112352124407)","(22.56560473907739, 1.113309214508467)"
1,2,"(0.14666666666666667, 0.17265434778633237)","(0.6533333333333333, 0.26149751888106393)","(0.03333333333333333, 0.08164965809277261)","(0.8466666666666667, 0.2503331114069145)","(0.42666666666666664, 0.1869555587629877)","(0.42133333333333334, 0.08296872617926303)","(28.90720031177625, 1.150673286575548)"
2,3,"(0.24666666666666667, 0.24162150645369376)","(0.7866666666666666, 0.2263583337058639)","(0.08, 0.17808505191139912)","(0.8733333333333333, 0.2814926202195987)","(0.5933333333333334, 0.23441924185608345)","(0.516, 0.11114983452207977)","(35.383783809343974, 1.1527170967181617)"
3,4,"(0.44666666666666666, 0.32921262488086994)","(0.8666666666666667, 0.11751393027860063)","(0.09333333333333334, 0.2250925735484551)","(0.94, 0.15946338585572373)","(0.6666666666666666, 0.1397276262011544)","(0.6026666666666667, 0.10606377237079495)","(41.70899267535036, 1.4498513135877147)"
4,5,"(0.43333333333333335, 0.29680841985233186)","(0.8933333333333333, 0.15337473561121312)","(0.04666666666666667, 0.07432233529572066)","(0.9533333333333334, 0.18073922282301277)","(0.8, 0.1511857892036909)","(0.6253333333333333, 0.10914385439584287)","(48.71938042314723, 2.3852364436662583)"
