,budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
0,1,"(0.006666666666666667, 0.025819888974716113)","(0.27999999999999997, 0.22424476423255524)","(0.060000000000000005, 0.07367883976130073)","(0.03333333333333333, 0.08164965809277261)","(0.11333333333333334, 0.0833809387832792)","(0.09866666666666667, 0.057800972145391996)","(0.31607722767318286, 0.044039528090708165)","(9.896159897465258, 7.7062449505336925)"
1,2,"(0.013333333333333334, 0.051639777949432225)","(0.22, 0.18973665961010278)","(0.02666666666666667, 0.05936168397046637)","(0.03333333333333333, 0.06172133998483677)","(0.09333333333333334, 0.15796322658258455)","(0.07733333333333334, 0.05897537823613544)","(0.3157151546018819, 0.04578795768720077)","(10.145249734865502, 8.359953202745057)"
2,3,"(0.03333333333333333, 0.10465362369445673)","(0.26666666666666666, 0.17182493859684492)","(0.05333333333333334, 0.051639777949432225)","(0.06, 0.10555973258234952)","(0.12666666666666668, 0.1162919151265879)","(0.108, 0.03985688683993557)","(0.3175578330022593, 0.043880909103784546)","(9.201860721192013, 6.932889287099505)"
3,4,"(0.006666666666666667, 0.025819888974716113)","(0.26, 0.20632844828435212)","(0.05333333333333334, 0.0990430401872025)","(0.06666666666666667, 0.08997354108424375)","(0.07333333333333333, 0.07988086367179803)","(0.092, 0.05059644256269407)","(0.31888330962198475, 0.04426698171862381)","(9.770648550676803, 7.947823828351867)"
4,5,"(0.02666666666666667, 0.04577377082170635)","(0.26, 0.21313979316066586)","(0.08, 0.10141851056742199)","(0.06666666666666667, 0.11126972805283737)","(0.09333333333333334, 0.0961150104723255)","(0.10533333333333333, 0.05829318346166418)","(0.3198876693223914, 0.0439903540142975)","(10.005460895566891, 7.705257476530635)"
