,budget,high_margin,low_margin,high_degree,low_degree,other,total,time
0,1,"(0.17333333333333334, 0.1279880946844369)","(0.49333333333333335, 0.25203930154602777)","(0.08666666666666667, 0.11872336794093274)","(0.35333333333333333, 0.25317037365228595)","(0.32666666666666666, 0.1486446705914413)","(0.2866666666666667, 0.0816496580927726)","(113.80530427601188, 9.518874761476429)"
1,2,"(0.24, 0.15491933384829668)","(0.7266666666666667, 0.26583202716502513)","(0.09333333333333334, 0.10327955589886445)","(0.6933333333333334, 0.3614784456460256)","(0.5599999999999999, 0.2443650664769531)","(0.46266666666666667, 0.10416104746748571)","(107.24833642092223, 9.80299579203655)"
2,3,"(0.31333333333333335, 0.20998866182543782)","(0.8066666666666666, 0.17099150633319551)","(0.1, 0.10690449676496977)","(0.7333333333333334, 0.328778402720188)","(0.5133333333333333, 0.15522640914238173)","(0.49333333333333335, 0.09401114422288048)","(100.29254070917766, 11.69346350567083)"
3,4,"(0.26666666666666666, 0.27945525240230873)","(0.8533333333333334, 0.17265434778633237)","(0.12000000000000001, 0.07745966692414834)","(0.6866666666666666, 0.4033195589934446)","(0.6466666666666666, 0.11872336794093274)","(0.5146666666666667, 0.12546295222475987)","(100.43717902886371, 9.066407788024895)"
4,5,"(0.42, 0.3075246796135695)","(0.92, 0.07745966692414832)","(0.13333333333333333, 0.12909944487358058)","(0.6866666666666666, 0.31817934445544266)","(0.6533333333333333, 0.17674302033770736)","(0.5626666666666666, 0.10278039464708005)","(102.9591046614262, 6.7249515933863355)"
