budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
1,"(0.05333333333333334, 0.07432233529572066)","(0.13333333333333333, 0.11126972805283737)","(0.09333333333333334, 0.10997835284835873)","(0.07333333333333333, 0.07988086367179803)","(0.02666666666666667, 0.05936168397046637)","(0.076, 0.044848952846511046)","(25.00790086251606, 1.5882312187905894)","(6.3764022424021585, 2.694625952077472)"
2,"(0.04, 0.06324555320336758)","(0.18, 0.12649110640673517)","(0.07333333333333333, 0.07988086367179803)","(0.1, 0.10690449676496976)","(0.02666666666666667, 0.04577377082170635)","(0.084, 0.030425553170226598)","(32.28729941016257, 3.004250430021991)","(6.258899599133292, 2.7370570900751554)"
3,"(0.08, 0.10141851056742199)","(0.19333333333333333, 0.13345232785352157)","(0.09333333333333334, 0.10327955589886445)","(0.09333333333333334, 0.0961150104723255)","(0.04666666666666667, 0.07432233529572066)","(0.10133333333333333, 0.05097151398668906)","(40.46010259966327, 4.8328683947665)","(6.343699853663566, 2.8120049664364957)"
4,"(0.08, 0.12071217242444347)","(0.22, 0.15675276256394516)","(0.08, 0.11464230084422217)","(0.16666666666666669, 0.11126972805283736)","(0.06666666666666667, 0.0723746864455746)","(0.12266666666666667, 0.05175031630913224)","(48.56282405758975, 7.312580323770273)","(6.380625580670312, 2.7890472466045324)"
5,"(0.060000000000000005, 0.08280786712108251)","(0.21333333333333335, 0.1846489590960049)","(0.1, 0.12535663410560174)","(0.13333333333333333, 0.07237468644557458)","(0.07333333333333333, 0.07988086367179803)","(0.116, 0.05461553938996797)","(58.9496436283167, 9.439795479008906)","(6.414529854734428, 2.7923644455509433)"
