,budget,high_margin,low_margin,high_degree,low_degree,other,total,time
0,1,"(0.0, 0.0)","(1.0, 0.0)","(0.006666666666666667, 0.025819888974716113)","(0.03333333333333333, 0.06172133998483677)","(0.6666666666666666, 0.1588650220724979)","(0.3413333333333333, 0.036619016657365076)","(4114.650840115112, 182.27758062883845)"
1,2,"(0.0, 0.0)","(1.0, 0.0)","(0.02666666666666667, 0.04577377082170635)","(0.15333333333333332, 0.14074631010979935)","(0.8533333333333333, 0.14074631010979938)","(0.4066666666666667, 0.0397611918955202)","(3922.624639216624, 159.9094165845006)"
2,3,"(0.0, 0.0)","(1.0, 0.0)","(0.006666666666666667, 0.025819888974716113)","(0.26, 0.1992844341996778)","(0.78, 0.12071217242444349)","(0.4093333333333333, 0.05175031630913223)","(3814.068301231414, 112.161361545437)"
3,4,"(0.0, 0.0)","(1.0, 0.0)","(0.04, 0.050709255283711)","(0.30666666666666664, 0.24918916127158922)","(0.8933333333333333, 0.10327955589886445)","(0.448, 0.05747048932153913)","(3721.9394361540053, 108.0863036873616)"
4,5,"(0.0, 0.0)","(1.0, 0.0)","(0.03333333333333333, 0.048795003647426664)","(0.35333333333333333, 0.24455985731416308)","(0.86, 0.10555973258234953)","(0.44933333333333336, 0.06273147611237995)","(3689.326707965632, 103.25143730585067)"
