,budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
0,1,"(0.0, 0.0)","(1.0, 0.0)","(0.02, 0.041403933560541256)","(0.08, 0.08618916073713347)","(0.76, 0.12421180068162378)","(0.372, 0.03687817782917155)","(14.760002864152193, 0.43140241862775675)","(2.8918344832335907, 0.7775839205520921)"
1,2,"(0.0, 0.0)","(1.0, 0.0)","(0.013333333333333334, 0.035186577527449844)","(0.5733333333333334, 0.27115274205474954)","(0.88, 0.12071217242444347)","(0.49333333333333335, 0.06575568054403759)","(28.948355215974154, 0.44245982854404403)","(2.8573461144852144, 0.7103062220885726)"
2,3,"(0.0, 0.0)","(1.0, 0.0)","(0.013333333333333334, 0.035186577527449844)","(0.8933333333333333, 0.12227992865708155)","(0.9333333333333333, 0.07237468644557457)","(0.5680000000000001, 0.029081167199998773)","(44.43620310832436, 0.8387292709087905)","(3.048919418733567, 0.7311449616774465)"
3,4,"(0.0, 0.0)","(1.0, 0.0)","(0.006666666666666667, 0.025819888974716113)","(0.9466666666666667, 0.1302013093343571)","(0.8866666666666667, 0.09154754164341268)","(0.568, 0.02704493615131251)","(58.59946608614798, 1.4620879738803017)","(2.7434199204978844, 0.5928029034254627)"
4,5,"(0.0, 0.0)","(1.0, 0.0)","(0.02666666666666667, 0.04577377082170635)","(0.9933333333333333, 0.025819888974716106)","(0.9333333333333333, 0.07237468644557457)","(0.5906666666666667, 0.016676187756655823)","(72.61064029804741, 1.0822633233780106)","(2.701696368881191, 0.6480326885072877)"
