,budget,high_margin,low_margin,high_degree,low_degree,other,total,time
0,1,"(0.0, 0.0)","(0.44, 0.1681835731744164)","(0.0, 0.0)","(0.0, 0.0)","(0.060000000000000005, 0.0632455532033676)","(0.1, 0.041403933560541256)","(0.06427115021894375, 0.033985061696964684)"
1,2,"(0.0, 0.0)","(0.49333333333333335, 0.198086080374405)","(0.006666666666666667, 0.025819888974716113)","(0.013333333333333334, 0.035186577527449844)","(0.19333333333333333, 0.15337473561121312)","(0.14133333333333334, 0.056298524043919745)","(0.10100986094524463, 0.024480591270897602)"
2,3,"(0.0, 0.0)","(0.5266666666666666, 0.15796322658258458)","(0.013333333333333334, 0.035186577527449844)","(0.02666666666666667, 0.07037315505489969)","(0.26, 0.16818357317441643)","(0.16533333333333333, 0.037391111752597544)","(0.16124894339591264, 0.04904330953650227)"
3,4,"(0.0, 0.0)","(0.62, 0.14242792663559448)","(0.013333333333333334, 0.035186577527449844)","(0.02666666666666667, 0.05936168397046637)","(0.29333333333333333, 0.1486446705914413)","(0.19066666666666668, 0.04949266419908924)","(0.19832180238639316, 0.07359224413493377)"
4,5,"(0.0, 0.0)","(0.5066666666666667, 0.17915143899851346)","(0.0, 0.0)","(0.04666666666666667, 0.11254628677422755)","(0.22666666666666668, 0.14375905768565217)","(0.156, 0.05461553938996797)","(0.23882546129946908, 0.08991267798081239)"
