,budget,high_margin,low_margin,high_degree,low_degree,other,total,time
0,1,"(0.0, 0.0)","(0.6333333333333333, 0.1543033499620919)","(0.0, 0.0)","(0.0, 0.0)","(0.12666666666666668, 0.1279880946844369)","(0.152, 0.03447566429485338)","(506.7281414637963, 17.606217549153605)"
1,2,"(0.0, 0.0)","(0.7133333333333334, 0.10600988273786197)","(0.0, 0.0)","(0.5266666666666667, 0.3411465262624733)","(0.42666666666666664, 0.22189658681037713)","(0.3333333333333333, 0.09154754164341268)","(385.23492118145026, 1.133182804907695)"
2,3,"(0.0, 0.0)","(0.6933333333333334, 0.07988086367179804)","(0.0, 0.0)","(0.6133333333333333, 0.25317037365228595)","(0.44666666666666666, 0.18073922282301277)","(0.3506666666666667, 0.079234432149762)","(385.39388539266463, 1.0580565911488342)"
3,4,"(0.0, 0.0)","(0.6799999999999999, 0.1424279266355945)","(0.013333333333333334, 0.035186577527449844)","(0.8666666666666667, 0.18387366263150307)","(0.5866666666666667, 0.11254628677422755)","(0.42933333333333334, 0.06584252497617399)","(385.2598435820391, 1.3467654667803564)"
4,5,"(0.0, 0.0)","(0.6866666666666666, 0.15522640914238175)","(0.0, 0.0)","(0.8466666666666667, 0.10600988273786195)","(0.56, 0.15023790657297037)","(0.4186666666666667, 0.04103424818136094)","(385.14472519286596, 1.5325183980435)"
