,budget,high_margin,low_margin,high_degree,low_degree,other,total,time
0,1,"(0.38666666666666666, 0.34198301266639103)","(0.56, 0.21313979316066586)","(0.1, 0.08451542547285167)","(0.5333333333333333, 0.38852590769777623)","(0.24666666666666667, 0.17674302033770736)","(0.36533333333333334, 0.15518959218906894)","(0.04193779348085324, 0.0027975470313358402)"
1,2,"(0.44, 0.2472708174105006)","(0.5733333333333334, 0.20517124090680472)","(0.060000000000000005, 0.09102589898327995)","(0.62, 0.22740775209804462)","(0.41333333333333333, 0.15976172734359603)","(0.42133333333333334, 0.08087615458806371)","(0.05174982917184631, 0.0012921352280364337)"
2,3,"(0.42, 0.1820517979665599)","(0.6666666666666666, 0.17182493859684492)","(0.1, 0.11338934190276818)","(0.6866666666666666, 0.23864697976798482)","(0.42, 0.20071301473923978)","(0.45866666666666667, 0.10041817327460963)","(0.06303667351603508, 0.0012698662491788975)"
3,4,"(0.43333333333333335, 0.26095064302514775)","(0.7133333333333334, 0.15055453054181622)","(0.11333333333333334, 0.0915475416434127)","(0.62, 0.2541090879355333)","(0.4533333333333333, 0.1807392228230128)","(0.4666666666666667, 0.1030025427332928)","(0.07455419106408953, 0.0029887746932901363)"
4,5,"(0.48666666666666664, 0.20655911179772887)","(0.6866666666666666, 0.18464895909600493)","(0.10666666666666667, 0.1162919151265879)","(0.5866666666666667, 0.23563490726929556)","(0.6066666666666667, 0.1667618775665584)","(0.4946666666666667, 0.06947421584060283)","(0.08762030129631361, 0.003626731671486009)"
