,budget,high_margin,low_margin,high_degree,low_degree,other,total,time
0,1,"(0.22666666666666668, 0.21536237457121515)","(0.8333333333333334, 0.11751393027860065)","(0.12000000000000001, 0.10823255385643321)","(0.4266666666666667, 0.28401877872187725)","(0.42, 0.17808505191139912)","(0.4053333333333333, 0.09545879190719393)","(0.33020731477687754, 0.04777958967175586)"
1,2,"(0.4666666666666667, 0.20930724738891343)","(0.8933333333333333, 0.10997835284835873)","(0.11333333333333334, 0.0833809387832792)","(0.5933333333333334, 0.2463060426921489)","(0.5333333333333333, 0.15886502207249786)","(0.52, 0.1218898800440088)","(0.6212461942496399, 0.06898021866926506)"
2,3,"(0.5066666666666667, 0.22824381283013587)","(0.9066666666666667, 0.09611501047232547)","(0.23333333333333334, 0.14960264830861913)","(0.7333333333333334, 0.25260547066428274)","(0.7466666666666667, 0.1807392228230128)","(0.6253333333333334, 0.1018308588273899)","(0.879289106776317, 0.09962033040400249)"
3,4,"(0.58, 0.2883450314169765)","(0.9400000000000001, 0.06324555320336757)","(0.2866666666666667, 0.2030716505032035)","(0.8200000000000001, 0.18593393604027364)","(0.6866666666666666, 0.17674302033770736)","(0.6626666666666666, 0.11996824976793213)","(1.1566331427544356, 0.1377478673120878)"
4,5,"(0.6933333333333334, 0.2789435853528878)","(0.9333333333333333, 0.08997354108424373)","(0.30666666666666664, 0.19444671200491873)","(0.8666666666666667, 0.20236694629405502)","(0.76, 0.16818357317441646)","(0.712, 0.12935002346899116)","(1.4257707187285027, 0.17461988983600304)"
