,budget,high_margin,low_margin,high_degree,low_degree,other,total,time
0,1,"(0.06666666666666667, 0.11126972805283736)","(0.88, 0.13201731488169055)","(0.08, 0.08618916073713347)","(0.2, 0.2672612419124244)","(0.41333333333333333, 0.21668498091095506)","(0.328, 0.08873717211116047)","(22.331918405772498, 1.3710565841662354)"
1,2,"(0.38, 0.18973665961010275)","(0.92, 0.13732131246511906)","(0.04, 0.050709255283711)","(0.7133333333333334, 0.2133630931623591)","(0.5266666666666666, 0.1486446705914413)","(0.516, 0.09948438499152949)","(28.6209699550954, 0.8100896160500295)"
2,3,"(0.58, 0.22103651928390217)","(0.9733333333333334, 0.04577377082170634)","(0.16666666666666666, 0.20236694629405505)","(0.9066666666666666, 0.13345232785352157)","(0.7133333333333334, 0.14573295865416044)","(0.6679999999999999, 0.09344211347903349)","(34.334166231254734, 0.9767483939581134)"
3,4,"(0.7066666666666667, 0.21201976547572388)","(0.96, 0.08280786712108251)","(0.14666666666666667, 0.22949219304078008)","(0.9533333333333334, 0.10600988273786194)","(0.6533333333333333, 0.20998866182543785)","(0.684, 0.0793545389826118)","(41.0498398233826, 0.8107792078015712)"
4,5,"(0.7066666666666667, 0.19444671200491875)","(0.9533333333333334, 0.0915475416434127)","(0.10666666666666667, 0.18309508328682536)","(0.9666666666666667, 0.06172133998483675)","(0.7466666666666667, 0.14074631010979938)","(0.6960000000000001, 0.07604509940066581)","(47.17980969231576, 1.2184163158143824)"
