,budget,high_margin,low_margin,high_degree,low_degree,other,total,time
0,1,"(0.02, 0.041403933560541256)","(0.7866666666666666, 0.1807392228230128)","(0.05333333333333334, 0.0833809387832792)","(0.08, 0.2144761058952722)","(0.21333333333333335, 0.1505545305418162)","(0.23066666666666666, 0.09794070120425397)","(35.280016065140565, 0.2221090353823275)"
1,2,"(0.08, 0.161245154965971)","(0.7133333333333334, 0.17674302033770736)","(0.06666666666666667, 0.1397276262011544)","(0.25333333333333335, 0.33777986632604096)","(0.3333333333333333, 0.22253945610567472)","(0.28933333333333333, 0.1615755757120075)","(35.36450472138822, 0.23235598744893915)"
2,3,"(0.14, 0.22614786566062733)","(0.8133333333333334, 0.11254628677422757)","(0.14666666666666667, 0.22318047362958032)","(0.19333333333333333, 0.2685055643655045)","(0.37333333333333335, 0.17915143899851346)","(0.33333333333333337, 0.13641672848123798)","(35.24465152394647, 0.18472707332342736)"
3,4,"(0.1, 0.1511857892036909)","(0.7466666666666667, 0.1995232412766087)","(0.08, 0.16561573424216502)","(0.22, 0.27825989906663057)","(0.38, 0.21111946516469904)","(0.30533333333333335, 0.14608542836625554)","(35.35337001932785, 0.26045278582556064)"
4,5,"(0.10666666666666667, 0.22824381283013587)","(0.76, 0.1804755622554715)","(0.12666666666666668, 0.19073791542572854)","(0.18666666666666668, 0.28250579429371675)","(0.38, 0.165615734242165)","(0.312, 0.14497290387221629)","(35.059105944260956, 0.23338662301141444)"
