budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
1,"(0.013333333333333334, 0.035186577527449844)","(0.12666666666666668, 0.1486446705914413)","(0.04666666666666667, 0.051639777949432225)","(0.08, 0.07745966692414834)","(0.04, 0.07367883976130073)","(0.06133333333333334, 0.038147583085145716)","(179.50692867912196, 12.785807560121729)","(2.695313514986386, 1.660075440686511)"
2,"(0.0, 0.0)","(0.12000000000000001, 0.101418510567422)","(0.02, 0.041403933560541256)","(0.04, 0.050709255283711)","(0.006666666666666667, 0.025819888974716113)","(0.037333333333333336, 0.02491891612715892)","(255.3104111540636, 33.52249320243385)","(2.5690806901315226, 0.764028274387645)"
3,"(0.006666666666666667, 0.025819888974716113)","(0.14, 0.09102589898327995)","(0.02, 0.041403933560541256)","(0.060000000000000005, 0.07367883976130073)","(0.02666666666666667, 0.04577377082170635)","(0.050666666666666665, 0.026040261866871427)","(331.2183867416539, 40.03919873794087)","(2.3998065506030497, 0.761197543811413)"
4,"(0.006666666666666667, 0.025819888974716113)","(0.17333333333333334, 0.10997835284835873)","(0.04666666666666667, 0.051639777949432225)","(0.060000000000000005, 0.07367883976130073)","(0.013333333333333334, 0.035186577527449844)","(0.06, 0.034641016151377546)","(405.6126418739868, 43.73194823895805)","(2.7654951360076665, 0.6582997585766276)"
5,"(0.006666666666666667, 0.025819888974716113)","(0.07333333333333333, 0.07037315505489969)","(0.04, 0.06324555320336758)","(0.07333333333333333, 0.07988086367179803)","(0.03333333333333333, 0.048795003647426664)","(0.04533333333333334, 0.02445598573141631)","(462.21277042486474, 84.67950901670712)","(2.550398631801363, 0.842815602715695)"
