budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
1,"(0.05333333333333334, 0.0833809387832792)","(0.3, 0.20354009783964294)","(0.08, 0.11464230084422217)","(0.14, 0.11212238211627762)","(0.10666666666666667, 0.13345232785352157)","(0.136, 0.07753340293982054)","(27.80450602142761, 2.25363105495229)","(0.9103370299252371, 0.31553501033031717)"
2,"(0.08, 0.06761234037828133)","(0.37333333333333335, 0.22824381283013584)","(0.12666666666666668, 0.14375905768565217)","(0.15333333333333335, 0.19591057240729093)","(0.12666666666666668, 0.10997835284835873)","(0.172, 0.07437357441610946)","(26.77207776506742, 2.3136141553297014)","(0.9338595197225611, 0.3800649681573416)"
3,"(0.09333333333333334, 0.08837151016885368)","(0.36, 0.2197401062294143)","(0.15333333333333335, 0.14074631010979938)","(0.17333333333333334, 0.1162919151265879)","(0.20666666666666667, 0.1709915063331955)","(0.19733333333333333, 0.09996189750290334)","(37.96392226560662, 3.846233634453067)","(0.8853959878906608, 0.23093576995474302)"
4,"(0.14666666666666667, 0.11872336794093273)","(0.45999999999999996, 0.22614786566062733)","(0.12000000000000001, 0.15675276256394519)","(0.24, 0.16388149028228557)","(0.10666666666666667, 0.12227992865708154)","(0.21466666666666667, 0.0902272263840155)","(36.52140809278935, 2.661705207885948)","(0.7741838879572849, 0.20302605874010388)"
5,"(0.18, 0.14242792663559448)","(0.42666666666666664, 0.21536237457121515)","(0.13333333333333333, 0.17994708216848745)","(0.21333333333333335, 0.1302013093343571)","(0.20666666666666667, 0.14375905768565217)","(0.232, 0.07921038892901432)","(34.69135199918722, 2.386275551033124)","(0.9298373511061072, 0.2165012146844774)"
