budget,high_margin,low_margin,other,total,time,time_defense
1,"(0.013333333333333334, 0.035186577527449844)","(0.6133333333333334, 0.2325838302531758)","(0.13, 0.0996422170998389)","(0.22166666666666668, 0.09676308820048705)","(0.047093056592469415, 0.009989286191569158)","(0.7655887858942151, 0.24807339280149202)"
2,"(0.11333333333333334, 0.16417180315870614)","(0.7466666666666667, 0.1807392228230128)","(0.35, 0.2129721645125082)","(0.39, 0.1267026891134179)","(0.06823428863038619, 0.004477056707141441)","(0.7411714781696598, 0.20921483699795337)"
3,"(0.09333333333333334, 0.08837151016885368)","(0.84, 0.16388149028228557)","(0.46, 0.19475259030003023)","(0.4633333333333333, 0.09583592129010818)","(0.11115334904752672, 0.020976520210901302)","(0.7628337097199013, 0.232782510105614)"
4,"(0.16, 0.18439088914585774)","(0.8066666666666666, 0.19073791542572857)","(0.47, 0.18106825863666523)","(0.4766666666666667, 0.08837151016885368)","(0.16148573647563655, 0.02937790126123545)","(0.7398982343729585, 0.24530731113897628)"
5,"(0.14, 0.15023790657297037)","(0.8266666666666667, 0.21865389045137937)","(0.49333333333333335, 0.20077231833478393)","(0.48833333333333334, 0.11373004796237365)","(0.23026107132124404, 0.02851977448308447)","(0.7499041588045656, 0.2318148622127859)"
