budget,high_margin,low_margin,other,total,time,time_defense
1,"(0.013333333333333334, 0.035186577527449844)","(0.5866666666666667, 0.19591057240729093)","(0.15666666666666668, 0.0942388050696335)","(0.22833333333333333, 0.0737192227951693)","(0.047093056592469415, 0.009989286191569158)","(0.7655887858942151, 0.24807339280149202)"
2,"(0.10666666666666667, 0.19073791542572857)","(0.7533333333333333, 0.20307165050320353)","(0.38, 0.20942097043310362)","(0.405, 0.13469542361512193)","(0.06823428863038619, 0.004477056707141441)","(0.7411714781696598, 0.20921483699795337)"
3,"(0.14, 0.12983506020002014)","(0.8133333333333334, 0.17265434778633237)","(0.47, 0.20071301473923978)","(0.47333333333333333, 0.11435637696421197)","(0.11115334904752672, 0.020976520210901302)","(0.7628337097199013, 0.232782510105614)"
4,"(0.22666666666666668, 0.1709915063331955)","(0.78, 0.19712215212183246)","(0.47333333333333333, 0.15908967222772133)","(0.48833333333333334, 0.11014060278095623)","(0.16148573647563655, 0.02937790126123545)","(0.7398982343729585, 0.24530731113897628)"
5,"(0.24666666666666667, 0.2325838302531758)","(0.84, 0.24727081741050064)","(0.5166666666666667, 0.1819209666180292)","(0.53, 0.13469542361512193)","(0.23026107132124404, 0.02851977448308447)","(0.7499041588045656, 0.2318148622127859)"
