,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.0, 0.0)","(0.86, 0.10749676997731401)","(0.28500000000000003, 0.12703892666773003)","(0.3575, 0.07075976571784592)","(222.70590386539698, 25.99672654285136)","(1.5273301082663238, 0.4354737516372717)"
1,2,"(0.04, 0.09660917830792959)","(0.96, 0.08432740427115676)","(0.42500000000000004, 0.10606601717798216)","(0.4625, 0.05559026693385973)","(193.0196026106365, 42.55050780901825)","(1.344770967354998, 0.32705844202149403)"
2,3,"(0.060000000000000005, 0.1264911064067352)","(0.97, 0.04830458915396478)","(0.585, 0.11067971810589328)","(0.55, 0.05400617248673217)","(194.2485759243835, 36.87953574718543)","(1.348923537414521, 0.39411968575029477)"
3,4,"(0.18, 0.2699794230842211)","(0.98, 0.04216370213557838)","(0.705, 0.12122064363978788)","(0.6425000000000001, 0.09650129532809391)","(219.06901685926132, 24.35073023946825)","(1.48487785840407, 0.41324847845872936)"
4,5,"(0.19, 0.2726414006223804)","(0.97, 0.04830458915396478)","(0.71, 0.10749676997731399)","(0.645, 0.07340905181848413)","(172.89167355229148, 22.48016860335331)","(1.3341721237171442, 0.40716315912468787)"
