budget,high_margin,low_margin,other,total,time,time_defense
1,"(0.04, 0.12983506020002017)","(0.8200000000000001, 0.17808505191139912)","(0.23666666666666666, 0.11254628677422755)","(0.3333333333333333, 0.06922186552431729)","(6.285558457622149, 0.9358333873588986)","(1.024319774529431, 0.33961060919982194)"
2,"(0.07333333333333333, 0.1279880946844369)","(0.9133333333333333, 0.09904304018720249)","(0.35, 0.12535663410560174)","(0.4216666666666667, 0.0801040989379861)","(7.7660912199760785, 0.141301254458529)","(0.9373450263286941, 0.2866510594483527)"
3,"(0.16666666666666666, 0.19148542155126763)","(0.9066666666666667, 0.17915143899851346)","(0.49333333333333335, 0.14984118576806896)","(0.515, 0.09626971041224307)","(9.491530974007523, 0.340051839906651)","(0.9499928117962554, 0.2916675638445109)"
4,"(0.24, 0.26131535409484513)","(0.9400000000000001, 0.10555973258234952)","(0.5966666666666667, 0.16846647257229663)","(0.5933333333333334, 0.11038353051757227)","(11.168031480854067, 0.40671737504445044)","(0.9360724295217854, 0.28036371387493947)"
5,"(0.24, 0.2797958439393164)","(0.96, 0.0736788397613007)","(0.6533333333333333, 0.11254628677422755)","(0.6266666666666667, 0.107515225942765)","(12.92182570003594, 0.46278978365216067)","(0.9816055579382615, 0.3032314386137117)"
