budget,high_margin,low_margin,other,total,time,time_defense
1,"(0.16666666666666666, 0.1877181270897812)","(0.7866666666666666, 0.21336309316235913)","(0.31666666666666665, 0.12488089563755576)","(0.39666666666666667, 0.08391463916782735)","(6.285558457622149, 0.9358333873588986)","(1.024319774529431, 0.33961060919982194)"
2,"(0.16, 0.24436506647695308)","(0.9133333333333333, 0.09904304018720249)","(0.42333333333333334, 0.14499589485157682)","(0.48, 0.11425222723680895)","(7.7660912199760785, 0.141301254458529)","(0.9373450263286941, 0.2866510594483527)"
3,"(0.37333333333333335, 0.3195234546871921)","(0.9266666666666666, 0.10327955589886446)","(0.62, 0.14116859221714803)","(0.635, 0.13816398124795665)","(9.491530974007523, 0.340051839906651)","(0.9499928117962554, 0.2916675638445109)"
4,"(0.38666666666666666, 0.27996598432836867)","(0.9133333333333333, 0.12459458063579461)","(0.6833333333333333, 0.18093671611393647)","(0.6666666666666666, 0.13779729764438503)","(11.168031480854067, 0.40671737504445044)","(0.9360724295217854, 0.28036371387493947)"
5,"(0.46, 0.28982753492378877)","(0.9333333333333333, 0.11126972805283736)","(0.77, 0.09411239481143203)","(0.7333333333333333, 0.10029717747535974)","(12.92182570003594, 0.46278978365216067)","(0.9816055579382615, 0.3032314386137117)"
