,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.060000000000000005, 0.1264911064067352)","(0.64, 0.1505545305418162)","(0.1, 0.047140452079103175)","(0.225, 0.06972166887783963)","(0.04901296594180167, 0.005015737656665383)","(1.9314958213130011, 0.5536567810277577)"
1,2,"(0.16, 0.2503331114069145)","(0.65, 0.18408935028645435)","(0.31, 0.12427567921538166)","(0.3575, 0.10003471619615084)","(0.05621139421127737, 0.009475715042396629)","(1.89342966475524, 0.5900497127825282)"
2,3,"(0.13, 0.2263232692902394)","(0.8400000000000001, 0.06992058987801011)","(0.405, 0.12122064363978789)","(0.445, 0.08232726023485645)","(0.06539681679569184, 0.005758824182033849)","(1.8840987388277426, 0.7310342056836003)"
3,4,"(0.13, 0.1636391694484477)","(0.77, 0.14181364924121767)","(0.435, 0.11067971810589328)","(0.4425, 0.08823107288377616)","(0.07402517546433955, 0.005886688372645744)","(1.8516952152829618, 0.5890273539408377)"
4,5,"(0.18, 0.22010098692292238)","(0.81, 0.1449137674618944)","(0.515, 0.15284342024147168)","(0.505, 0.09775252199076787)","(0.08152391910552978, 0.005215075886909619)","(1.8326151760062204, 0.5768542434738353)"
