budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
1,"(0.0, 0.0)","(0.5, 0.15118578920369088)","(0.013333333333333334, 0.035186577527449844)","(0.006666666666666667, 0.025819888974716113)","(0.06666666666666667, 0.0723746864455746)","(0.11733333333333333, 0.0384460041889302)","(0.06645639920607209, 0.019127490930495088)","(1.1391996921350558, 1.7168667684692218)"
2,"(0.0, 0.0)","(0.6333333333333333, 0.16329931618554522)","(0.0, 0.0)","(0.3466666666666667, 0.31592645316516915)","(0.3066666666666667, 0.16242214252050852)","(0.25733333333333336, 0.09315629467778996)","(0.10615347769732277, 0.018357669675166263)","(0.6870243118765453, 0.0023923781629432857)"
3,"(0.0, 0.0)","(0.68, 0.1820517979665599)","(0.006666666666666667, 0.025819888974716113)","(0.68, 0.33209293019532093)","(0.36, 0.18439088914585774)","(0.3453333333333333, 0.11350686994102833)","(0.17425975874066352, 0.040792672320882045)","(0.6878144042721639, 0.005196710385783225)"
4,"(0.0, 0.0)","(0.6733333333333333, 0.15796322658258458)","(0.006666666666666667, 0.025819888974716113)","(0.6933333333333334, 0.2914659173083209)","(0.44, 0.14040757000349274)","(0.3626666666666667, 0.08843614860990036)","(0.24913098060836394, 0.03322619427390114)","(0.6945463894711187, 0.006353833461976664)"
5,"(0.0, 0.0)","(0.7133333333333334, 0.15976172734359606)","(0.013333333333333334, 0.035186577527449844)","(0.9400000000000001, 0.09102589898327995)","(0.5066666666666667, 0.1667618775665584)","(0.43466666666666665, 0.04808722234004531)","(0.3500856082731237, 0.05310622662232653)","(0.6944863176904619, 0.006820600961971621)"
