,budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
0,1,"(0.0, 0.0)","(0.9866666666666667, 0.03518657752744983)","(0.03333333333333333, 0.048795003647426664)","(0.1, 0.1)","(0.48, 0.12071217242444346)","(0.32, 0.03295017884191656)","(97.11005501239173, 9.272265720043608)","(1.132313790669044, 0.32449337929126376)"
1,2,"(0.0, 0.0)","(1.0, 0.0)","(0.04666666666666667, 0.051639777949432225)","(0.5800000000000001, 0.30983866769659335)","(0.6933333333333334, 0.16676187756655841)","(0.464, 0.07139427748176222)","(96.84609802762667, 10.175006057272856)","(1.050672579537301, 0.047672743663605015)"
2,3,"(0.0, 0.0)","(1.0, 0.0)","(0.06666666666666667, 0.06172133998483677)","(0.74, 0.3439269025326665)","(0.7666666666666667, 0.15430334996209194)","(0.5146666666666666, 0.08601218075421199)","(99.46461318998675, 6.598050527384127)","(1.0622108039989446, 0.01061824627921492)"
3,4,"(0.0, 0.0)","(1.0, 0.0)","(0.06666666666666667, 0.06172133998483677)","(0.76, 0.3418437404094784)","(0.8133333333333334, 0.1767430203377074)","(0.528, 0.08711240685787201)","(95.67022980100397, 5.896903828470058)","(1.0570460407412612, 0.012177110281431121)"
4,5,"(0.0, 0.0)","(1.0, 0.0)","(0.07333333333333333, 0.07037315505489969)","(0.7666666666666667, 0.3109126351029605)","(0.8466666666666667, 0.17265434778633235)","(0.5373333333333333, 0.08614494982848606)","(95.13066666197264, 6.3397599630422246)","(1.068350525208128, 0.0241129080335938)"
