,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.006666666666666667, 0.025819888974716113)","(0.8466666666666667, 0.15055453054181622)","(0.19666666666666666, 0.09347777938149385)","(0.31166666666666665, 0.05658958342646597)","(0.28567321066875595, 0.010059357665249175)","(0.8628617142671525, 0.32152162819469887)"
1,2,"(0.013333333333333334, 0.035186577527449844)","(0.9133333333333333, 0.12459458063579461)","(0.33666666666666667, 0.11254628677422757)","(0.4, 0.06050383695034792)","(0.5430475499990279, 0.012506130861946496)","(0.8382714607333279, 0.28644516556308147)"
2,3,"(0.013333333333333334, 0.035186577527449844)","(0.9266666666666666, 0.08837151016885368)","(0.44333333333333336, 0.13870146083619753)","(0.45666666666666667, 0.06510065466717856)","(0.7972700530646155, 0.011584449892054333)","(0.8316111123332424, 0.28070591389772076)"
3,4,"(0.013333333333333334, 0.035186577527449844)","(0.9533333333333334, 0.06399404734221843)","(0.57, 0.1082325538564332)","(0.5266666666666666, 0.057060953207533974)","(1.0671730007985996, 0.01101609248747512)","(0.8109806678003224, 0.27885585617313835)"
4,5,"(0.02, 0.056061191058138816)","(0.9666666666666667, 0.06172133998483675)","(0.6333333333333333, 0.10634624492441569)","(0.5633333333333334, 0.06672616392676078)","(1.2910417153994787, 0.08085240037664776)","(0.7896597333994577, 0.27087505385176686)"
