,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.013333333333333334, 0.051639777949432225)","(0.6466666666666667, 0.16846647257229666)","(0.11666666666666667, 0.0879664438186246)","(0.22333333333333333, 0.0752772652709081)","(0.0332444770661823, 0.0017232548683492604)","(0.8985923006664962, 0.31839179820589686)"
1,2,"(0.02, 0.056061191058138816)","(0.6799999999999999, 0.21111946516469904)","(0.24333333333333335, 0.08423323628614832)","(0.2966666666666667, 0.06605372993325387)","(0.040462765867414416, 0.0024689735587560355)","(0.8477671242665868, 0.305006575203256)"
2,3,"(0.006666666666666667, 0.025819888974716113)","(0.7, 0.16035674514745463)","(0.32333333333333336, 0.13074875944053196)","(0.3383333333333333, 0.09251769457527469)","(0.05063101933362001, 0.0030603368182804446)","(0.8485524783995061, 0.28818689790750446)"
3,4,"(0.02, 0.056061191058138816)","(0.7266666666666667, 0.12227992865708157)","(0.45666666666666667, 0.11317916685293196)","(0.415, 0.0724568837309472)","(0.058378390598469804, 0.002102256032979619)","(0.8430232989994693, 0.3213898644719765)"
4,5,"(0.006666666666666667, 0.025819888974716113)","(0.7466666666666667, 0.15976172734359606)","(0.49666666666666665, 0.0990430401872025)","(0.43666666666666665, 0.0712557432940037)","(0.06714411173355378, 0.0023376432991229967)","(0.8668981973336486, 0.30594413286542693)"
