,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.013333333333333334, 0.051639777949432225)","(0.8666666666666667, 0.08164965809277261)","(0.24, 0.06866065623255951)","(0.34, 0.028030595529069405)","(354.18439096949686, 20.2232579485879)","(1.2713573941495269, 0.5907492036225888)"
1,2,"(0.026666666666666665, 0.07988086367179802)","(0.9400000000000001, 0.0736788397613007)","(0.4666666666666667, 0.11126972805283736)","(0.47500000000000003, 0.06338656910463875)","(274.03260184815156, 112.25554394652944)","(0.9489389259989063, 0.2855496578414304)"
2,3,"(0.02666666666666667, 0.05936168397046637)","(0.9400000000000001, 0.09102589898327995)","(0.6066666666666667, 0.10327955589886444)","(0.545, 0.06352727198388332)","(138.95791682677034, 0.6099833993135172)","(0.6278723956085741, 0.20879051585806574)"
3,4,"(0.060000000000000005, 0.08280786712108251)","(0.9533333333333334, 0.07432233529572063)","(0.71, 0.13522468075656266)","(0.6083333333333333, 0.07298890979033015)","(138.7933499078887, 0.6035051029112103)","(0.6282838487221549, 0.21114380423962326)"
4,5,"(0.08, 0.12071217242444347)","(0.96, 0.08280786712108251)","(0.78, 0.11148350294358099)","(0.65, 0.06943650748294136)","(138.78859441506987, 0.41711847387230183)","(0.629026413258786, 0.2076806739983289)"
