,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.006666666666666667, 0.025819888974716113)","(0.6733333333333333, 0.21536237457121515)","(0.12666666666666668, 0.08837151016885368)","(0.23333333333333334, 0.08380817098475257)","(46.457433312836415, 1.7112937046941248)","(0.7652840439230204, 0.25185155908728785)"
1,2,"(0.013333333333333334, 0.051639777949432225)","(0.7466666666666667, 0.19952324127660873)","(0.17, 0.10823255385643321)","(0.275, 0.0871165065546462)","(46.75792139492308, 1.021766457043579)","(0.725064595292012, 0.2615641656303534)"
2,3,"(0.013333333333333334, 0.051639777949432225)","(0.7666666666666667, 0.16761634196950517)","(0.21333333333333335, 0.09722335600245936)","(0.3016666666666667, 0.06973589633822196)","(46.72572335765387, 0.9172784096622328)","(0.7018428872028987, 0.21775864450857083)"
3,4,"(0.013333333333333334, 0.051639777949432225)","(0.74, 0.17237832147426693)","(0.2, 0.09819805060619657)","(0.28833333333333333, 0.06870398893250737)","(39.230643136007714, 5.43037055985272)","(0.575573625198255, 0.19396320277843662)"
4,5,"(0.02, 0.056061191058138816)","(0.7133333333333334, 0.19223002094465097)","(0.23666666666666666, 0.12601965077301389)","(0.3016666666666667, 0.0888752469690494)","(35.47755362017391, 0.3125022777235847)","(0.46474233716726304, 0.15684187467836527)"
