budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
1,"(0.013333333333333334, 0.035186577527449844)","(0.7466666666666667, 0.15055453054181622)","(0.006666666666666667, 0.025819888974716113)","(0.2, 0.1851640199545103)","(0.08, 0.07745966692414834)","(0.20933333333333334, 0.055993196865673736)","(15.523892257727372, 0.9948101936731375)","(0.8354481785985021, 0.4856547051026745)"
2,"(0.013333333333333334, 0.035186577527449844)","(0.8266666666666667, 0.10997835284835875)","(0.013333333333333334, 0.035186577527449844)","(0.07333333333333333, 0.10997835284835873)","(0.18666666666666668, 0.1505545305418162)","(0.22266666666666668, 0.0500666222813829)","(15.805738798703533, 0.2601995807235131)","(0.7286547385971062, 0.30560417844719245)"
3,"(0.013333333333333334, 0.035186577527449844)","(0.9066666666666667, 0.1162919151265879)","(0.02666666666666667, 0.04577377082170635)","(0.07333333333333333, 0.07037315505489969)","(0.25333333333333335, 0.16417180315870614)","(0.25466666666666665, 0.04437931736207543)","(16.434625464173344, 0.511691393956936)","(0.7348963059446153, 0.309572924905925)"
4,"(0.08666666666666667, 0.11872336794093274)","(0.9400000000000001, 0.09856107606091623)","(0.060000000000000005, 0.050709255283711)","(0.12666666666666668, 0.10327955589886445)","(0.3, 0.19639610121239315)","(0.3026666666666667, 0.04333699618219101)","(16.619235033409982, 0.6963579011751032)","(0.7258256319949093, 0.30313094637206217)"
5,"(0.07333333333333333, 0.1279880946844369)","(0.9733333333333334, 0.04577377082170634)","(0.07333333333333333, 0.045773770821706354)","(0.18, 0.14735767952260145)","(0.3666666666666667, 0.14474937289114917)","(0.33333333333333337, 0.0621825270205921)","(17.093501683087865, 0.8625707083373334)","(0.7272011625347659, 0.3046990924587065)"
