,budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
0,1,"(0.0, 0.0)","(0.9933333333333333, 0.025819888974716106)","(0.006666666666666667, 0.025819888974716113)","(0.2, 0.06546536707079771)","(0.6, 0.10690449676496974)","(0.36, 0.02267786838055363)","(433.5037537809461, 15.267200693349105)","(6.2126312687372165, 1.753198402357679)"
1,2,"(0.0, 0.0)","(1.0, 0.0)","(0.006666666666666667, 0.025819888974716113)","(0.88, 0.12071217242444347)","(0.7733333333333333, 0.12227992865708157)","(0.532, 0.03839642840533107)","(779.6528293838104, 22.73106311218783)","(5.582887391435603, 1.5370725823738278)"
2,3,"(0.0, 0.0)","(1.0, 0.0)","(0.006666666666666667, 0.025819888974716113)","(1.0, 0.0)","(0.8733333333333333, 0.10327955589886445)","(0.576, 0.02028370211348437)","(1099.06158192195, 26.431065118297237)","(4.685589517466724, 1.2973775881703886)"
3,4,"(0.0, 0.0)","(1.0, 0.0)","(0.006666666666666667, 0.025819888974716113)","(1.0, 0.0)","(0.9333333333333333, 0.0816496580927726)","(0.588, 0.014735767952260127)","(1497.4445400006448, 74.91981450046782)","(5.2362337365125615, 1.7632993633395961)"
4,5,"(0.0, 0.0)","(1.0, 0.0)","(0.006666666666666667, 0.025819888974716113)","(1.0, 0.0)","(0.88, 0.07745966692414834)","(0.5773333333333334, 0.01667618775665581)","(1871.3547774999092, 116.31675201192581)","(5.579689923798044, 1.7232519421198296)"
