budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
1,"(0.0, 0.0)","(1.0, 0.0)","(0.0, 0.0)","(0.02666666666666667, 0.04577377082170635)","(0.4533333333333333, 0.18073922282301277)","(0.29600000000000004, 0.03794733192202056)","(95.79634386112448, 3.150311905172153)","(3.8654637654001514, 1.1024301954663698)"
2,"(0.0, 0.0)","(1.0, 0.0)","(0.0, 0.0)","(0.28, 0.1780850519113991)","(0.74, 0.15023790657297037)","(0.404, 0.05355904618802904)","(97.4151661863861, 2.9639867361666705)","(3.667240400464895, 1.0488644704746473)"
3,"(0.0, 0.0)","(1.0, 0.0)","(0.0, 0.0)","(0.6066666666666667, 0.17915143899851346)","(0.82, 0.13732131246511906)","(0.48533333333333334, 0.0358302877997027)","(98.03106035668559, 2.4792363280552276)","(3.511593887365113, 1.117472780397517)"
4,"(0.0, 0.0)","(1.0, 0.0)","(0.0, 0.0)","(0.8866666666666667, 0.11254628677422755)","(0.8733333333333334, 0.08837151016885368)","(0.552, 0.02366431913239846)","(97.87792699208948, 2.629529926862835)","(3.5729275224730372, 1.2030797089913774)"
5,"(0.0, 0.0)","(1.0, 0.0)","(0.0, 0.0)","(0.9666666666666667, 0.06172133998483675)","(0.8466666666666667, 0.06399404734221843)","(0.5626666666666666, 0.018309508328682514)","(98.01250234246254, 2.8637140589459444)","(3.5991229377531755, 1.2076020514714487)"
