,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.0, 0.0)","(0.7266666666666667, 0.20517124090680472)","(0.20333333333333334, 0.11567606658662101)","(0.2833333333333333, 0.08997354108424373)","(55.31862009248386, 8.077945237007086)","(1.1641353130689822, 0.4928683830702392)"
1,2,"(0.0, 0.0)","(0.7666666666666667, 0.198805959477601)","(0.25666666666666665, 0.13998299216418433)","(0.32, 0.09122186454698551)","(58.2819545288609, 4.213861325509005)","(1.2566848624652873, 0.493183206315293)"
2,3,"(0.0, 0.0)","(0.7933333333333333, 0.16242214252050852)","(0.36, 0.1713392624506796)","(0.37833333333333335, 0.10558792319109948)","(58.55112127192551, 4.066150607083875)","(1.2338871692035658, 0.4888247365246367)"
3,4,"(0.006666666666666667, 0.025819888974716113)","(0.7866666666666667, 0.11872336794093274)","(0.38666666666666666, 0.16633299933166198)","(0.39166666666666666, 0.0994029797388005)","(55.2193792081244, 1.3845762124571255)","(1.1973477626685054, 0.4335972593927663)"
4,5,"(0.013333333333333334, 0.035186577527449844)","(0.76, 0.16388149028228557)","(0.38666666666666666, 0.17368553960150704)","(0.38666666666666666, 0.12021805585011326)","(57.42509269547494, 1.4418823845828683)","(1.2631541438633576, 0.44220797669524475)"
