,budget,high_margin,low_margin,other,total,time,time_defense
0,1,"(0.0, 0.0)","(0.8266666666666667, 0.17099150633319551)","(0.16999999999999998, 0.11148350294358098)","(0.2916666666666667, 0.07999255917777305)","(0.2662883023459775, 0.015390148722176424)","(0.9686438105301931, 0.4058402597144446)"
1,2,"(0.0, 0.0)","(0.9266666666666666, 0.079880863671798)","(0.33, 0.13065767704742257)","(0.39666666666666667, 0.0737192227951693)","(0.4891494647871392, 0.029717750847378904)","(0.900224341933305, 0.3287074995292324)"
2,3,"(0.0, 0.0)","(0.9466666666666667, 0.05163977794943221)","(0.41333333333333333, 0.13425278218275227)","(0.44333333333333336, 0.07100469468046931)","(0.6719670455243129, 0.06153912931208547)","(0.9340907626630117, 0.35835689552783345)"
3,4,"(0.0, 0.0)","(0.9733333333333334, 0.04577377082170634)","(0.4866666666666667, 0.11094829340518857)","(0.4866666666666667, 0.061139964328540776)","(0.9386472283086429, 0.06941806818462212)","(0.9075650437230555, 0.3292901815105536)"
4,5,"(0.006666666666666667, 0.025819888974716113)","(1.0, 0.0)","(0.5633333333333334, 0.12169438692694011)","(0.5333333333333333, 0.06244044781877788)","(1.1447671612530637, 0.08489460996868992)","(0.9002831730642356, 0.3040937786759124)"
